Partido_id,Fase,Fecha,Equipo1,Es_Local_E1,Equipo2,EQUIPO1_GOLES,EQUIPO2_GOLES,Goles_dentro_area_E1,Goles_Fuera_Area_E1,Disparos_totales_E1,Disparos_a_puerta_E1,Disparos_fuera_E1,Disparo_Bloqueados_E1,Disparos_Al palo_E1,Disparos_Larguero_E1,Disparos_Poste_E1,Disparos_a_puerta_fuera_del_area_E1,Disparos_fuera_desde_fuera_del_area_E1,Asistencias_E1,Penaltis_marcados_E1,Penaltis_fallados_E1,Penaltis_forzados_E1,Ataques_E1,Oportunidades_claras_E1,Saques_de_esquina_sacados_E1,Fueras_de_juego_E1,Regates_E1,Ataques_tercio_ofensivo_E1,Ataques_zonas_clave_E1,Carreras_hacia_el_area_E1,Posesion_E1,Precision_pase_E1,Pases_completados_E1,Pases_realizados_E1,Pases_cortos_completados_E1,Pases_media_distancia_completados_E1,Pases_en_largo_completados_E1,Pases_completados_atras_E1,Pases_completadosa_izquierda_E1,Pases_completados_derecha_E1,Libres_directos_sacados_E1,Centros__tercio_ofensivo_E1,Pases_zonas_clave_E1,Pases_al_area_E1,Precision_en_el_centro_E1,Centros_completados_E1,Centros_realizados_E1,Tiempo_de_posesion_E1,Balones_recuperados_E1,Bloqueos_E1,Penaltis_cometidos_E1,Entradas_E1,Entradas_con_exito_E1,Entradas_perdidas_E1,Despejes_completados_E1,Despejes_realizados_E1,goles_encajados_E1,Goles_encajados_propia_puerta_E1,Porterias_a_cero_E1,Paradas_E1,Paradas_en_libres_directo_E1,Paradas-tras_libre_indirecto_E1,Penaltis_parados_E1,Balones_blocados_E1,Balones_blocados_por arriba_E1,Balones_blocados_por_abajo_E1,Despejes_de_puños_E1,Tarjetas_amarillas_E1,Tarjetas_rojas_E1,Faltas_cometidas_E1,Faltas_cometidas_tercio_def_E1,Faltas_cometidas_en_campo_propio_E1,Goles_dentro_area_E2,Goles_Fuera_Area_E2,Disparos_totales_E2,Disparos_a_puerta_E2,Disparos_fuera_E2,Disparo_Bloqueados_E2,Disparos_Al palo_E2,Disparos_Larguero_E2,Disparos_Poste_E2,Disparos_a_puerta_fuera_del_area_E2,Disparos_fuera_desde_fuera_del_area_E2,Asistencias_E2,Penaltis_marcados_E2,Penaltis_fallados_E2,Penaltis_forzados_E2,Ataques_E2,Oportunidades_claras_E2,Saques_de_esquina_sacados_E2,Fueras_de_juego_E2,Regates_E2,Ataques_tercio_ofensivo_E2,Ataques_zonas_clave_E2,Carreras_hacia_el_area_E2,Posesion_E2,Precision_pase_E2,Pases_completados_E2,Pases_realizados_E2,Pases_cortos_completados_E2,Pases_media_distancia_completados_E2,Pases_en_largo_completados_E2,Pases_completados_atras_E2,Pases_completadosa_izquierda_E2,Pases_completados_derecha_E2,Libres_directos_sacados_E2,Centros__tercio_ofensivo_E2,Pases_zonas_clave_E2,Pases_al_area_E2,Precision_en_el_centro_E2,Centros_completados_E2,Centros_realizados_E2,Tiempo_de_posesion_E2,Balones_recuperados_E2,Bloqueos_E2,Penaltis_cometidos_E2,Entradas_E2,Entradas_con_exito_E2,Entradas_perdidas_E2,Despejes_completados_E2,Despejes_realizados_E2,goles_encajados_E2,Goles_encajados_propia_puerta_E2,Porterias_a_cero_E2,Paradas_E2,Paradas_en_libres_directo_E2,Paradas-tras_libre_indirecto_E2,Penaltis_parados_E2,Balones_blocados_E2,Balones_blocados_por arriba_E2,Balones_blocados_por_abajo_E2,Despejes_de_puños_E2,Tarjetas_amarillas_E2,Tarjetas_rojas_E2,Faltas_cometidas_E2,Faltas_cometidas_tercio_def_E2,Faltas_cometidas_en_campo_propio_E2,media11_titular_E1,media11_titular_E2,Torneo,Confederacion_E1,Confederacion_E2
SEL-ASIAN_CUP-2023-11275784,Ronda 1,2024-01-12,Catar,1,Lebanon,3,0,,,16,5,4,7,1,,,,,,,,,,2.0,4,4,5,76,,30,61,82.1,400,487,,,32,,,,9,,,,36.8,7,19,,6,,,17,7,10,,26,0,,1,5.0,,,,,,,,2.0,,9,,,,,9,5,2,2,0,,,,,,,,,,1.0,3,0,7,63,,16,39,71.1,219,308,,,28,,,,9,,,,14.3,2,14,,11,,,17,15,2,,17,3,,0,2.0,,,,,,,,2.0,,9,,,7.55,6.61,AFC Asian Cup,AFC,Desconocido
SEL-ASIAN_CUP-2023-11275779,Ronda 1,2024-01-13,Australia,1,India,2,0,,,28,6,8,14,0,,,,,,,,,,2.0,14,0,9,68,,59,71,88.6,614,693,,,33,,,,16,,,,31.0,13,42,,4,,,12,9,3,,0,0,,1,1.0,,,,,0.0,,,0.0,,7,,,,,4,1,2,1,0,,,,,,,,,,0.0,0,1,3,23,,1,29,68.5,198,289,,,12,,,,7,,,,33.3,1,3,,7,,,15,9,6,,34,2,,0,4.0,,,,,2.0,,,1.0,,16,,,7.36,6.54,AFC Asian Cup,AFC,AFC
SEL-ASIAN_CUP-2023-11275780,Ronda 1,2024-01-13,China,1,Tayikistán,0,0,,,10,2,6,2,0,,,,,,,,,,1.0,4,2,6,39,,18,49,74.5,295,396,,,30,,,,10,,,,68.8,11,16,,13,,,5,2,3,,17,0,,1,2.0,,,,,0.0,,1.0,1.0,,20,,,,,20,2,15,3,0,,,,,,,,,,0.0,4,1,3,66,,18,51,74.2,317,427,,,20,,,,19,,,,18.2,2,11,,11,,,13,10,3,,9,0,,1,2.0,,,,,1.0,,0.0,2.0,,12,,,6.91,7.24,AFC Asian Cup,AFC,AFC
SEL-ASIAN_CUP-2023-11275781,Ronda 1,2024-01-13,Uzbekistán,1,Syria,0,0,,,14,2,9,3,0,,,,,,,,,,,5,4,4,76,,24,66,85.4,509,596,,,36,,,,11,,,,20.0,6,30,,12,,,13,9,4,,12,0,,1,0.0,,,,,0.0,,1.0,1.0,,12,,,,,7,0,5,2,0,,,,,,,,,,,2,1,4,42,,7,34,72.0,232,322,,,18,,,,9,,,,25.0,2,8,,8,,,13,12,1,,33,0,,1,2.0,,,,,1.0,,0.0,1.0,,11,,,7.16,6.97,AFC Asian Cup,AFC,Desconocido
SEL-ASIAN_CUP-2023-11275785,Ronda 1,2024-01-14,Japón,1,Vietnam,4,2,,,15,7,3,5,0,,,,,,,,,,2.0,3,3,13,95,,29,58,86.4,640,741,,,22,,,,7,,,,,0,12,,10,,,12,8,4,,3,2,,0,1.0,,,,,0.0,,,1.0,,13,,,,,6,3,2,1,0,,,,,,,,,,1.0,1,1,5,29,,4,42,81.4,434,533,,,23,,,,13,,,,50.0,2,4,,10,,,21,13,8,,23,4,,0,3.0,,,,,1.0,,,0.0,,7,,,7.09,6.55,AFC Asian Cup,AFC,AFC
SEL-ASIAN_CUP-2023-11275786,Ronda 1,2024-01-14,EAU,1,Hong Kong,3,1,,,21,7,6,8,1,,,,,,,,,,5.0,5,2,9,49,,39,71,79.4,412,519,,,43,,,,18,,,,30.8,4,13,,6,,,19,16,3,,24,1,,0,4.0,,,,,2.0,,1.0,1.0,,7,,,,,16,5,6,5,0,,,,,,,,,,1.0,4,3,6,71,,19,29,52.8,105,199,,,26,,,,7,,,,35.7,5,14,,12,,,12,8,4,,21,3,,0,4.0,,,,,0.0,,0.0,2.0,,21,,,7.21,6.75,AFC Asian Cup,AFC,AFC
SEL-ASIAN_CUP-2023-11275787,Ronda 1,2024-01-14,Irán,1,Palestina,4,1,,,12,5,5,2,0,,,,,,,,,,2.0,3,0,10,49,,33,62,85.4,490,574,,,38,,,,21,,,,44.4,4,9,,12,,,16,8,8,,12,1,,0,2.0,,,,,,,1.0,1.0,,11,,,,,4,3,1,0,0,,,,,,,,,,1.0,2,3,6,27,,5,38,75.1,262,349,,,18,,,,8,,,,,0,8,,9,,,17,9,8,,17,4,,0,1.0,,,,,,,0.0,6.0,,21,,,7.22,6.26,AFC Asian Cup,AFC,AFC
SEL-ASIAN_CUP-2023-11275788,Ronda 1,2024-01-15,Corea del Sur,1,Baréin,3,1,,,14,5,8,1,0,,,,,,,,,,6.0,4,2,17,71,,29,71,88.3,583,660,,,27,,,,7,,,,26.1,6,23,,7,,,14,9,5,,7,1,,0,1.0,,,,,,,1.0,5.0,,17,,,,,9,2,2,5,0,,,,,,,,,,2.0,1,2,4,45,,9,29,67.6,186,275,,,17,,,,15,,,,33.3,3,9,,12,,,28,15,13,,19,3,,0,2.0,,,,,,,1.0,2.0,,8,,,7.22,6.63,AFC Asian Cup,AFC,AFC
SEL-ASIAN_CUP-2023-11275789,Ronda 1,2024-01-15,Indonesia,1,Iraq,1,3,,,8,1,5,2,1,,,,,,,,,,1.0,4,1,6,48,,18,35,70.1,220,314,,,19,,,,4,,,,33.3,3,9,,10,,,25,14,11,,21,3,,0,2.0,,,,,1.0,,0.0,2.0,,13,,,,,15,5,8,2,0,,,,,,,,,,6.0,4,4,12,52,,27,65,85.3,505,592,,,41,,,,13,,,,29.2,7,24,,12,,,15,9,6,,10,1,,0,0.0,,,,,0.0,,1.0,0.0,,4,,,6.56,7.0,AFC Asian Cup,AFC,AFC
SEL-ASIAN_CUP-2023-11275790,Ronda 1,2024-01-15,Malaysia,1,Jordania,0,4,,,8,3,3,2,0,,,,,,,,,,1.0,4,3,10,65,,20,52,81.0,342,422,,,22,,,,14,,,,11.1,2,18,,4,,,28,17,11,,12,4,,0,4.0,,,,,1.0,,0.0,0.0,,5,,,,,14,8,5,1,1,,,,,,,,,,3.0,3,4,17,46,,19,48,74.9,298,398,,,36,,,,5,,,,8.3,1,12,,10,,,16,10,6,,19,0,,1,2.0,,,,,1.0,,2.0,1.0,,15,,,6.6,7.42,AFC Asian Cup,Desconocido,AFC
