Partido_id,Fase,Fecha,Equipo1,Es_Local_E1,Equipo2,EQUIPO1_GOLES,EQUIPO2_GOLES,Goles_dentro_area_E1,Goles_Fuera_Area_E1,Disparos_totales_E1,Disparos_a_puerta_E1,Disparos_fuera_E1,Disparo_Bloqueados_E1,Disparos_Al palo_E1,Disparos_a_puerta_fuera_del_area_E1,Disparos_fuera_desde_fuera_del_area_E1,Oportunidades_claras_E1,Saques_de_esquina_sacados_E1,Fueras_de_juego_E1,Regates_E1,Ataques_tercio_ofensivo_E1,Carreras_hacia_el_area_E1,Posesion_E1,Precision_pase_E1,Pases_completados_E1,Pases_realizados_E1,Pases_en_largo_completados_E1,Libres_directos_sacados_E1,Precision_en_el_centro_E1,Centros_completados_E1,Centros_realizados_E1,Balones_recuperados_E1,Entradas_E1,Entradas_con_exito_E1,Entradas_perdidas_E1,Despejes_realizados_E1,goles_encajados_E1,Goles_encajados_propia_puerta_E1,Porterias_a_cero_E1,Paradas_E1,Balones_blocados_por arriba_E1,Despejes_de_puños_E1,Tarjetas_amarillas_E1,Faltas_cometidas_E1,Goles_dentro_area_E2,Goles_Fuera_Area_E2,Disparos_totales_E2,Disparos_a_puerta_E2,Disparos_fuera_E2,Disparo_Bloqueados_E2,Disparos_Al palo_E2,Disparos_a_puerta_fuera_del_area_E2,Disparos_fuera_desde_fuera_del_area_E2,Oportunidades_claras_E2,Saques_de_esquina_sacados_E2,Fueras_de_juego_E2,Regates_E2,Ataques_tercio_ofensivo_E2,Carreras_hacia_el_area_E2,Posesion_E2,Precision_pase_E2,Pases_completados_E2,Pases_realizados_E2,Pases_en_largo_completados_E2,Libres_directos_sacados_E2,Precision_en_el_centro_E2,Centros_completados_E2,Centros_realizados_E2,Balones_recuperados_E2,Entradas_E2,Entradas_con_exito_E2,Entradas_perdidas_E2,Despejes_realizados_E2,goles_encajados_E2,Goles_encajados_propia_puerta_E2,Porterias_a_cero_E2,Paradas_E2,Balones_blocados_por arriba_E2,Despejes_de_puños_E2,Tarjetas_amarillas_E2,Faltas_cometidas_E2,media11_titular_E1,media11_titular_E2
PL-2024-25-12436472,Jornada 18,2024-12-27,Arsenal,1,Ipswich,1,0,1.0,0.0,13,5,3,5,0,1.0,3.0,3.0,5,1.0,7,65,40,68,90.1,604,670,9,12,27.8,5,18,4,24,13,11,14,0,0.0,1,0.0,2.0,0.0,1.0,7,0.0,0.0,3,0,0,3,0,0.0,3.0,0.0,1,2.0,6,26,5,32,80.5,256,318,9,7,12.5,1,8,11,18,10,8,29,1,0.0,0,4.0,1.0,1.0,1.0,12,7.36,6.75
PL-2024-25-12436512,Jornada 19,2024-12-29,Leicester,1,Man City,0,2,0.0,0.0,11,4,5,2,2,0.0,1.0,3.0,4,3.0,9,53,26,54,93.1,538,578,19,6,26.3,5,19,9,14,8,6,10,2,0.0,0,3.0,,,2.0,11,2.0,0.0,14,5,6,3,0,1.0,5.0,2.0,4,2.0,5,45,26,46,91.3,461,505,17,11,45.5,5,11,5,10,6,4,16,0,0.0,1,3.0,,,1.0,6,6.84,7.32
PL-2024-25-12436532,Jornada 19,2024-12-29,Crystal Palace,1,Southampton,2,1,1.0,1.0,19,10,3,6,0,3.0,3.0,4.0,8,2.0,4,54,25,46,77.2,298,386,22,19,13.0,3,23,10,19,13,6,33,1,0.0,0,2.0,1.0,2.0,2.0,18,1.0,0.0,7,3,3,1,0,0.0,0.0,1.0,7,1.0,4,59,16,54,80.4,358,445,30,18,18.2,4,22,13,16,8,8,33,2,0.0,0,8.0,0.0,1.0,3.0,19,7.15,7.04
PL-2024-25-12436517,Jornada 19,2024-12-29,Everton,1,Nottm Forest,0,2,0.0,0.0,13,2,9,2,0,0.0,4.0,0.0,5,1.0,12,101,28,64,80.8,391,484,34,10,23.5,8,34,6,16,12,4,17,2,0.0,0,5.0,1.0,0.0,4.0,13,2.0,0.0,11,7,4,0,0,1.0,3.0,5.0,4,2.0,4,45,12,36,68.1,196,288,22,13,12.5,1,8,10,18,13,5,39,0,0.0,1,2.0,2.0,1.0,1.0,10,6.85,7.16
PL-2024-25-12436515,Jornada 19,2024-12-29,Fulham,1,Bournemouth,2,2,2.0,0.0,11,6,3,2,0,0.0,3.0,1.0,1,,10,52,21,52,79.8,387,485,24,16,40.0,6,15,11,26,14,12,31,2,0.0,0,6.0,0.0,1.0,1.0,7,2.0,0.0,16,9,6,1,0,2.0,2.0,3.0,7,,8,70,31,48,79.3,348,439,20,7,24.0,6,25,9,12,8,4,22,2,0.0,0,4.0,1.0,0.0,3.0,16,7.2,6.95
PL-2024-25-12436521,Jornada 19,2024-12-29,Tottenham,1,Wolves,2,2,2.0,0.0,13,3,7,3,0,0.0,3.0,5.0,5,3.0,6,47,31,48,77.1,320,415,14,9,29.4,5,17,5,18,13,5,19,2,0.0,0,1.0,1.0,,1.0,9,1.0,1.0,11,3,4,4,0,0.0,6.0,1.0,5,3.0,5,56,20,52,80.1,366,457,25,9,26.7,4,15,3,20,12,8,15,2,0.0,0,1.0,1.0,,2.0,10,6.84,6.87
PL-2024-25-12436513,Jornada 19,2024-12-29,West Ham,1,Liverpool,0,5,0.0,0.0,7,0,4,3,2,0.0,2.0,1.0,2,5.0,7,46,17,46,85.6,399,466,26,10,22.2,2,9,11,17,13,4,23,5,0.0,0,8.0,,2.0,,7,4.0,1.0,22,13,7,2,0,2.0,2.0,9.0,6,0.0,10,76,44,54,88.0,475,540,21,7,27.3,6,22,4,23,15,8,14,0,0.0,1,1.0,,2.0,,10,6.41,7.64
PL-2024-25-12436530,Jornada 19,2024-12-30,Aston Villa,1,Brighton,2,2,2.0,0.0,20,4,7,9,0,0.0,8.0,3.0,12,2.0,20,47,48,60,84.8,412,486,25,13,15.8,3,19,4,22,12,10,20,2,0.0,0,3.0,0.0,0.0,2.0,9,2.0,0.0,13,4,4,5,0,2.0,4.0,2.0,3,0.0,9,38,26,40,79.9,263,329,24,9,25.0,3,12,14,19,11,8,28,2,0.0,0,3.0,1.0,3.0,3.0,14,7.17,6.85
PL-2024-25-12436510,Jornada 19,2024-12-30,Ipswich,1,Chelsea,2,0,2.0,0.0,9,6,1,2,0,0.0,1.0,2.0,4,0.0,3,36,15,24,63.4,144,227,19,4,28.6,2,7,6,17,7,10,26,0,0.0,1,4.0,4.0,,4.0,9,0.0,0.0,20,5,7,8,2,2.0,4.0,4.0,7,2.0,4,80,36,76,89.8,655,729,16,9,10.5,2,19,5,11,5,6,14,2,0.0,0,4.0,0.0,,4.0,5,7.23,6.92
PL-2024-25-12436522,Jornada 19,2024-12-30,Man United,1,Newcastle,0,2,0.0,0.0,10,1,5,4,1,0.0,3.0,2.0,2,1.0,4,70,17,53,86.5,508,587,27,8,18.2,2,11,8,26,16,10,10,2,0.0,0,2.0,0.0,1.0,1.0,13,2.0,0.0,12,4,4,4,1,1.0,4.0,4.0,3,4.0,6,43,19,47,85.7,444,518,26,13,33.3,4,12,8,19,16,3,16,0,0.0,1,0.0,1.0,0.0,1.0,8,6.75,7.19
PL-2024-25-12436410,Jornada 19,2025-01-01,Brentford,1,Arsenal,1,3,1.0,0.0,5,2,2,1,0,0.0,1.0,0.0,4,0.0,4,56,10,51,82.3,399,485,37,8,13.3,2,15,6,10,7,3,27,3,0.0,0,1.0,1.0,1.0,1.0,6,3.0,0.0,14,5,4,5,0,1.0,2.0,2.0,3,6.0,8,55,47,49,83.4,388,465,13,6,30.0,6,20,6,16,9,7,22,1,0.0,0,1.0,2.0,0.0,2.0,8,6.65,7.29
PL-2024-25-12436519,Jornada 20,2025-01-04,Tottenham,1,Newcastle,1,2,1.0,0.0,13,4,6,3,1,2.0,2.0,1.0,9,2.0,5,52,25,57,80.9,377,466,17,15,16.0,4,25,9,25,20,5,17,2,0.0,0,2.0,4.0,0.0,1.0,11,2.0,0.0,14,4,3,7,0,0.0,3.0,4.0,10,1.0,7,39,28,43,79.1,284,359,18,11,20.0,3,15,9,17,10,7,30,1,0.0,0,3.0,1.0,1.0,4.0,15,6.89,7.1
PL-2024-25-12436523,Jornada 20,2025-01-04,Aston Villa,1,Leicester,2,1,1.0,1.0,13,5,3,5,1,2.0,2.0,3.0,6,1.0,6,48,25,61,89.4,551,616,21,11,16.7,3,18,10,19,11,8,15,1,0.0,0,1.0,4.0,,0.0,10,1.0,0.0,4,2,2,0,0,0.0,1.0,3.0,2,1.0,5,40,9,39,84.4,335,397,12,10,18.2,2,11,11,22,12,10,16,2,0.0,0,3.0,1.0,,1.0,11,6.97,6.58
PL-2024-25-12436518,Jornada 20,2025-01-04,Bournemouth,1,Everton,1,0,1.0,0.0,19,8,7,4,0,2.0,5.0,5.0,9,1.0,7,64,35,58,77.3,338,437,26,14,21.2,7,33,10,15,12,3,34,0,0.0,1,0.0,1.0,0.0,2.0,15,0.0,0.0,9,0,9,0,0,0.0,4.0,1.0,3,0.0,13,64,16,42,67.2,217,323,29,15,7.7,1,13,13,16,10,6,31,1,0.0,0,7.0,0.0,2.0,2.0,14,7.15,7.05
PL-2024-25-12436419,Jornada 20,2025-01-04,Crystal Palace,1,Chelsea,1,1,1.0,0.0,13,6,2,5,0,1.0,2.0,2.0,6,2.0,4,48,20,38,75.4,260,345,33,12,26.3,5,19,7,26,16,10,20,1,0.0,0,0.0,1.0,2.0,0.0,9,1.0,0.0,15,1,10,4,0,0.0,3.0,2.0,6,0.0,6,62,32,62,86.0,487,566,39,9,21.4,3,14,8,12,5,7,13,1,0.0,0,5.0,1.0,1.0,2.0,12,7.08,7.15
PL-2024-25-12436508,Jornada 20,2025-01-04,Man City,1,West Ham,4,1,3.0,0.0,10,7,0,3,0,2.0,1.0,3.0,7,1.0,6,42,28,56,89.2,496,556,20,13,8.3,1,12,6,12,8,4,17,1,0.0,0,3.0,0.0,,2.0,8,1.0,0.0,17,4,10,3,0,0.0,3.0,3.0,1,2.0,6,37,23,44,85.9,372,433,28,8,58.3,7,12,7,13,9,4,17,4,0.0,0,4.0,1.0,,1.0,13,7.37,6.66
PL-2024-25-12436520,Jornada 20,2025-01-04,Southampton,1,Brentford,0,5,0.0,0.0,8,1,5,2,0,0.0,5.0,0.0,2,1.0,12,46,19,51,85.6,398,465,19,4,7.7,1,13,4,15,8,7,22,5,0.0,0,5.0,2.0,,2.0,10,5.0,0.0,20,11,7,2,1,1.0,2.0,11.0,2,2.0,5,55,37,49,85.8,393,458,14,9,18.2,2,11,5,20,11,9,17,0,0.0,1,1.0,3.0,,0.0,4,6.59,7.6
PL-2024-25-12436528,Jornada 20,2025-01-04,Brighton,1,Arsenal,1,1,1.0,0.0,11,4,4,3,0,1.0,4.0,3.0,2,0.0,12,42,17,45,86.2,368,427,18,13,20.0,2,10,8,11,10,1,22,1,0.0,0,2.0,1.0,,2.0,17,1.0,0.0,9,3,4,2,1,1.0,2.0,5.0,5,3.0,7,60,23,55,87.9,456,519,22,17,20.0,3,15,5,14,7,7,8,1,0.0,0,3.0,0.0,,3.0,14,6.86,7.01
PL-2024-25-12436525,Jornada 20,2025-01-05,Fulham,1,Ipswich,2,2,2.0,0.0,15,4,4,7,0,0.0,5.0,4.0,9,0.0,12,65,32,73,88.4,602,681,18,12,11.4,4,35,2,17,9,8,13,2,0.0,0,1.0,0.0,,1.0,10,2.0,0.0,7,3,3,1,2,1.0,1.0,3.0,2,1.0,6,39,14,27,75.4,196,260,17,9,28.6,2,7,15,11,6,5,47,2,0.0,0,2.0,2.0,,5.0,14,7.07,6.83
PL-2024-25-12436514,Jornada 20,2025-01-05,Liverpool,1,Man United,2,2,2.0,0.0,19,6,8,5,0,0.0,4.0,4.0,6,0.0,13,58,33,53,83.1,364,438,16,12,17.6,3,17,14,6,2,4,29,2,0.0,0,2.0,1.0,4.0,2.0,10,2.0,0.0,13,4,1,8,0,0.0,1.0,3.0,9,4.0,10,37,31,47,74.9,287,383,28,10,27.3,6,22,13,20,8,12,26,2,0.0,0,4.0,1.0,2.0,4.0,13,7.01,7.05
PL-2024-25-12436437,Jornada 20,2025-01-06,Wolves,1,Nottm Forest,0,3,0.0,0.0,13,6,2,5,0,0.0,2.0,2.0,5,1.0,4,73,35,61,84.9,466,549,22,8,26.7,8,30,10,13,6,7,24,3,0.0,0,0.0,,1.0,1.0,10,3.0,0.0,11,3,6,2,0,0.0,3.0,4.0,3,4.0,4,51,23,39,79.2,286,361,21,10,20.0,2,10,10,18,12,6,35,0,0.0,1,5.0,,3.0,2.0,8,6.69,7.38
PL-2024-25-12436436,Jornada 21,2025-01-14,Brentford,1,Man City,2,2,2.0,0.0,18,6,9,3,0,1.0,1.0,4.0,4,4.0,4,53,41,45,80.7,335,415,26,4,25.0,5,20,9,10,6,4,20,2,0.0,0,6.0,0.0,,,4,2.0,0.0,21,8,11,2,1,2.0,4.0,5.0,5,0.0,6,37,45,55,86.5,449,519,27,4,35.0,7,20,9,12,6,6,30,2,0.0,0,3.0,1.0,,,4,7.15,7.45
PL-2024-25-12436531,Jornada 21,2025-01-14,Chelsea,1,Bournemouth,2,2,1.0,1.0,26,10,7,9,1,4.0,4.0,5.0,9,2.0,14,49,33,57,83.3,355,426,33,16,31.2,5,16,5,11,7,4,8,2,0.0,0,1.0,3.0,0.0,2.0,15,2.0,0.0,7,3,3,1,1,0.0,1.0,1.0,3,1.0,5,47,21,43,77.5,248,320,17,14,16.7,2,12,10,16,9,7,27,2,0.0,0,8.0,0.0,1.0,3.0,16,6.86,6.92
PL-2024-25-12436509,Jornada 21,2025-01-14,West Ham,1,Fulham,3,2,2.0,1.0,4,3,1,0,0,0.0,0.0,2.0,0,5.0,10,49,6,44,82.5,349,423,32,18,,0,5,7,13,9,4,27,2,0.0,0,2.0,,1.0,3.0,9,0.0,2.0,21,5,11,5,2,0.0,7.0,3.0,3,0.0,4,71,27,56,85.2,445,522,31,9,25.0,6,24,10,13,7,6,10,3,0.0,0,0.0,,0.0,3.0,18,6.86,6.76
PL-2024-25-12436526,Jornada 21,2025-01-14,Nottm Forest,1,Liverpool,1,1,1.0,0.0,6,3,1,2,0,0.0,3.0,1.0,0,2.0,6,42,17,29,67.7,159,235,23,10,,0,9,9,20,15,5,58,1,0.0,0,5.0,1.0,,2.0,7,1.0,0.0,23,7,10,6,0,2.0,7.0,4.0,9,1.0,4,77,52,71,85.2,482,566,25,7,20.7,6,29,2,10,4,6,29,1,0.0,0,2.0,0.0,,1.0,10,7.18,7.06
PL-2024-25-12436434,Jornada 21,2025-01-15,Everton,1,Aston Villa,0,1,0.0,0.0,10,3,6,1,0,0.0,3.0,3.0,8,5.0,1,69,15,50,80.6,336,417,30,10,20.0,4,20,10,19,9,10,23,1,0.0,0,2.0,1.0,,2.0,17,1.0,0.0,11,3,4,4,0,1.0,4.0,4.0,5,1.0,6,48,20,50,82.6,360,436,15,17,,0,10,9,22,16,6,34,0,0.0,1,2.0,2.0,,1.0,10,6.75,7.27
PL-2024-25-12436527,Jornada 21,2025-01-15,Leicester,1,Crystal Palace,0,2,0.0,0.0,21,4,11,6,1,2.0,5.0,3.0,4,1.0,10,62,29,57,85.9,523,609,24,6,27.3,6,22,9,18,11,7,16,2,0.0,0,2.0,1.0,,,7,2.0,0.0,9,4,3,2,0,0.0,1.0,4.0,3,3.0,12,50,20,43,78.5,358,456,28,7,25.0,3,12,9,17,12,5,25,0,0.0,1,4.0,1.0,,,6,6.85,7.28
PL-2024-25-12436529,Jornada 21,2025-01-15,Newcastle,1,Wolves,3,0,2.0,1.0,17,5,5,7,1,1.0,4.0,3.0,4,3.0,16,55,34,61,86.8,507,584,20,13,29.4,5,17,12,14,11,3,16,0,0.0,1,7.0,0.0,,0.0,10,0.0,0.0,13,7,4,2,2,2.0,3.0,5.0,2,1.0,9,50,24,39,77.4,294,380,27,10,50.0,5,10,10,25,8,17,11,3,0.0,0,2.0,1.0,,2.0,13,7.69,6.57
PL-2024-25-12436511,Jornada 21,2025-01-15,Arsenal,1,Tottenham,2,1,1.0,0.0,14,4,4,6,0,1.0,2.0,4.0,10,3.0,9,63,48,53,83.8,357,426,20,9,24.0,6,25,9,21,13,8,14,1,0.0,0,1.0,2.0,0.0,3.0,16,1.0,0.0,10,2,4,4,1,0.0,2.0,1.0,4,1.0,6,37,21,47,83.7,314,375,14,16,23.5,4,17,4,21,13,8,31,2,0.0,0,3.0,2.0,4.0,1.0,9,7.09,6.63
PL-2024-25-12436524,Jornada 21,2025-01-16,Ipswich,1,Brighton,0,2,0.0,0.0,5,3,2,0,0,2.0,0.0,,1,1.0,5,40,8,46,83.2,341,410,16,14,22.2,2,9,10,13,8,5,27,2,0.0,0,3.0,0.0,,2.0,13,2.0,0.0,11,5,0,6,0,1.0,0.0,,9,1.0,10,63,25,54,84.6,396,468,17,13,31.8,7,22,7,14,13,1,12,0,0.0,1,3.0,1.0,,2.0,14,6.67,7.21
PL-2024-25-12436516,Jornada 21,2025-01-16,Man United,1,Southampton,3,1,3.0,0.0,23,9,2,12,0,2.0,4.0,6.0,4,2.0,8,34,49,60,84.8,504,594,14,10,23.1,3,13,12,17,10,7,22,1,0.0,0,5.0,,0.0,1.0,7,0.0,0.0,13,5,3,5,0,1.0,5.0,1.0,4,0.0,13,57,18,40,79.6,323,406,24,7,25.0,2,8,9,25,16,9,29,3,0.0,0,6.0,,1.0,3.0,10,7.18,7.14
PL-2024-25-12436885,Jornada 22,2025-01-18,Newcastle,1,Bournemouth,1,4,1.0,0.0,13,5,3,5,0,0.0,6.0,1.0,7,1.0,8,46,34,55,78.5,310,395,8,18,10.7,3,28,3,17,8,9,32,4,0.0,0,6.0,0.0,0.0,1.0,7,3.0,1.0,19,10,6,3,1,1.0,1.0,4.0,6,0.0,16,59,36,45,75.7,243,321,22,7,29.2,7,24,13,21,14,7,34,1,0.0,0,3.0,1.0,1.0,6.0,18,6.62,7.67
PL-2024-25-12436440,Jornada 22,2025-01-18,Brentford,1,Liverpool,0,2,0.0,0.0,11,6,4,1,0,0.0,2.0,2.0,2,6.0,8,30,24,39,79.0,252,319,26,14,11.1,1,9,10,12,6,6,35,2,0.0,0,6.0,1.0,1.0,2.0,6,2.0,0.0,37,8,14,15,1,1.0,8.0,4.0,15,0.0,7,53,61,61,87.4,423,484,20,6,31.2,10,32,4,10,5,5,19,0,0.0,1,7.0,0.0,0.0,3.0,14,7.12,7.62
PL-2024-25-12436442,Jornada 22,2025-01-18,Leicester,1,Fulham,0,2,0.0,0.0,8,4,3,1,0,1.0,0.0,1.0,5,2.0,6,45,29,39,77.4,294,380,16,8,23.5,4,17,8,11,8,3,18,2,0.0,0,0.0,,,3.0,8,2.0,0.0,17,2,9,6,1,0.0,3.0,4.0,2,2.0,7,74,33,61,85.6,505,590,33,8,47.8,11,23,7,21,13,8,25,0,0.0,1,5.0,,,1.0,8,6.64,7.51
PL-2024-25-12436889,Jornada 22,2025-01-18,West Ham,1,Crystal Palace,0,2,0.0,0.0,7,0,4,3,0,0.0,3.0,0.0,2,1.0,11,46,16,54,82.1,449,547,23,10,23.1,3,13,11,11,6,5,24,2,0.0,0,5.0,0.0,1.0,3.0,13,1.0,1.0,12,7,4,1,0,1.0,4.0,2.0,4,0.0,4,53,17,46,81.4,386,474,13,12,5.6,1,18,16,19,10,9,17,0,0.0,1,0.0,1.0,0.0,0.0,10,6.75,7.33
PL-2024-25-12436443,Jornada 22,2025-01-18,Arsenal,1,Aston Villa,2,2,2.0,0.0,18,6,7,5,1,1.0,6.0,2.0,10,3.0,7,82,37,66,88.8,429,483,21,18,22.0,9,41,8,12,7,5,10,2,0.0,0,2.0,0.0,,2.0,10,2.0,0.0,8,4,3,1,1,1.0,2.0,2.0,1,2.0,6,26,14,34,73.7,193,262,21,10,16.7,1,6,3,17,8,9,40,2,0.0,0,4.0,3.0,,3.0,18,7.2,6.71
PL-2024-25-12436448,Jornada 22,2025-01-19,Everton,1,Tottenham,3,2,2.0,0.0,12,6,4,2,1,1.0,2.0,5.0,3,2.0,12,51,25,35,82.5,269,326,31,14,26.3,5,19,12,23,19,4,34,2,0.0,0,3.0,1.0,,2.0,14,2.0,0.0,11,6,2,3,0,0.0,4.0,2.0,8,1.0,13,59,23,65,86.3,528,612,19,14,10.5,2,19,4,20,15,5,21,3,0.0,0,4.0,0.0,,1.0,14,7.32,6.82
PL-2024-25-12436883,Jornada 22,2025-01-19,Man United,1,Brighton,1,3,1.0,0.0,10,1,3,6,0,0.0,1.0,1.0,4,3.0,4,44,29,52,82.5,382,463,21,11,30.0,3,10,11,18,10,8,12,3,0.0,0,,,1.0,3.0,13,3.0,0.0,6,3,1,2,0,0.0,2.0,4.0,2,3.0,11,42,26,48,81.2,355,437,22,13,11.1,1,9,6,22,11,11,17,1,0.0,0,,,3.0,3.0,12,6.55,7.0
PL-2024-25-12436887,Jornada 22,2025-01-19,Nottm Forest,1,Southampton,3,2,1.0,2.0,14,5,7,2,0,0.0,3.0,4.0,2,3.0,7,52,26,45,82.4,318,386,25,18,27.8,5,18,8,19,11,8,21,2,0.0,0,1.0,1.0,1.0,0.0,4,2.0,0.0,10,4,2,4,0,0.0,2.0,2.0,8,0.0,12,51,24,55,87.2,414,475,10,4,41.7,10,24,6,11,10,1,32,3,0.0,0,1.0,1.0,1.0,4.0,18,7.22,6.68
PL-2024-25-12436439,Jornada 22,2025-01-19,Ipswich,1,Man City,0,6,0.0,0.0,8,4,1,3,0,1.0,1.0,1.0,4,1.0,7,38,14,33,87.3,308,353,26,7,25.0,3,12,8,13,9,4,21,6,0.0,0,3.0,1.0,2.0,0.0,4,5.0,1.0,17,9,3,5,0,0.0,2.0,6.0,7,1.0,9,63,42,67,91.8,686,747,20,4,,0,8,7,14,8,6,11,0,0.0,1,4.0,4.0,0.0,1.0,7,6.18,7.94
PL-2024-25-12436455,Jornada 22,2025-01-20,Chelsea,1,Wolves,3,1,3.0,0.0,19,7,6,6,0,1.0,3.0,4.0,3,5.0,7,60,52,63,88.9,504,567,24,14,26.1,6,23,7,9,8,1,19,1,0.0,0,3.0,1.0,1.0,4.0,8,1.0,0.0,9,4,2,3,0,1.0,2.0,1.0,6,2.0,5,37,18,37,78.4,261,333,18,8,16.7,3,18,9,21,11,10,34,3,0.0,0,3.0,1.0,0.0,2.0,14,7.27,6.8
PL-2024-25-12436891,Jornada 23,2025-01-25,Bournemouth,1,Nottm Forest,5,0,4.0,1.0,16,10,3,3,0,2.0,2.0,3.0,3,2.0,11,53,31,51,80.4,288,358,21,12,11.8,2,17,9,22,12,10,34,0,0.0,1,4.0,1.0,3.0,2.0,9,0.0,0.0,18,4,9,5,1,2.0,4.0,1.0,9,2.0,8,56,34,49,74.9,253,338,19,9,26.1,6,23,5,11,6,5,24,5,0.0,0,5.0,0.0,1.0,3.0,12,7.76,6.49
PL-2024-25-12436895,Jornada 23,2025-01-25,Brighton,1,Everton,0,1,0.0,0.0,16,1,11,4,0,0.0,7.0,0.0,9,2.0,8,84,32,69,87.4,560,641,25,11,16.7,5,30,7,23,10,13,18,1,0.0,0,0.0,0.0,0.0,4.0,8,1.0,0.0,3,1,2,0,0,0.0,1.0,1.0,1,1.0,5,38,7,31,75.2,224,298,24,7,,0,4,11,26,15,11,55,0,0.0,1,1.0,1.0,1.0,4.0,11,6.92,7.01
PL-2024-25-12436901,Jornada 23,2025-01-25,Liverpool,1,Ipswich,4,1,3.0,1.0,16,6,7,3,1,1.0,4.0,3.0,3,0.0,16,92,43,70,90.2,673,746,22,11,20.8,5,24,3,16,9,7,7,1,0.0,0,2.0,0.0,,0.0,10,1.0,0.0,3,3,0,0,0,1.0,0.0,2.0,4,1.0,8,29,7,30,77.2,241,312,18,10,33.3,3,9,13,22,12,10,34,4,0.0,0,2.0,1.0,,2.0,11,7.67,6.38
PL-2024-25-12436905,Jornada 23,2025-01-25,Southampton,1,Newcastle,1,3,1.0,0.0,12,5,3,4,0,1.0,4.0,1.0,3,2.0,9,53,15,53,84.3,396,470,29,5,25.0,4,16,5,21,7,14,23,3,0.0,0,5.0,1.0,1.0,1.0,10,3.0,0.0,17,9,4,4,1,1.0,5.0,6.0,8,4.0,7,39,34,47,83.4,357,428,9,9,9.1,1,11,11,19,12,7,19,1,0.0,0,4.0,0.0,0.0,0.0,5,6.98,7.29
PL-2024-25-12436909,Jornada 23,2025-01-25,Wolves,1,Arsenal,0,1,0.0,0.0,9,4,4,1,0,3.0,2.0,1.0,1,,7,52,12,52,84.1,364,433,20,10,21.4,3,14,7,27,20,7,30,1,0.0,0,2.0,1.0,1.0,2.0,20,1.0,0.0,9,3,3,3,0,0.0,3.0,3.0,5,,8,55,20,48,82.9,329,397,14,20,17.4,4,23,8,22,11,11,14,0,0.0,1,4.0,1.0,0.0,1.0,10,6.83,6.99
PL-2024-25-12436903,Jornada 23,2025-01-25,Man City,1,Chelsea,3,1,2.0,1.0,15,6,6,3,1,1.0,4.0,7.0,2,5.0,9,41,26,57,86.2,489,567,23,8,40.0,2,5,6,13,9,4,15,1,0.0,0,3.0,1.0,,3.0,6,1.0,0.0,10,4,3,3,0,1.0,2.0,3.0,3,2.0,11,37,23,43,82.8,352,425,25,6,,0,9,4,12,8,4,12,3,0.0,0,3.0,0.0,,2.0,8,7.23,6.55
PL-2024-25-12436897,Jornada 23,2025-01-26,Crystal Palace,1,Brentford,1,2,1.0,0.0,16,5,7,4,1,2.0,6.0,1.0,4,1.0,4,52,22,47,70.8,223,315,17,11,17.6,3,17,2,15,13,2,36,2,0.0,0,4.0,0.0,2.0,2.0,8,2.0,0.0,12,6,5,1,0,3.0,3.0,1.0,7,0.0,10,51,33,53,71.3,251,352,16,7,38.9,7,18,2,16,9,7,45,1,0.0,0,4.0,2.0,0.0,2.0,11,6.86,7.09
PL-2024-25-12436907,Jornada 23,2025-01-26,Tottenham,1,Leicester,1,2,1.0,0.0,15,6,5,4,2,4.0,3.0,2.0,6,5.0,6,61,23,61,84.1,450,535,20,16,17.6,6,34,9,10,6,4,16,2,0.0,0,1.0,0.0,1.0,1.0,6,1.0,1.0,12,3,2,7,0,1.0,4.0,1.0,4,2.0,10,53,15,39,74.3,263,354,27,6,18.8,3,16,16,26,17,9,32,1,0.0,0,5.0,1.0,3.0,5.0,16,6.95,7.28
PL-2024-25-12436893,Jornada 23,2025-01-26,Aston Villa,1,West Ham,1,1,1.0,0.0,14,4,6,4,0,1.0,4.0,0.0,4,2.0,8,35,26,46,81.7,309,378,8,16,23.5,4,17,9,27,15,12,22,1,0.0,0,2.0,,,2.0,13,1.0,0.0,14,4,6,4,0,1.0,4.0,4.0,3,4.0,15,57,39,54,84.4,374,443,39,13,40.9,9,22,14,31,17,14,24,1,0.0,0,3.0,,,3.0,16,7.09,7.13
PL-2024-25-12436899,Jornada 23,2025-01-26,Fulham,1,Man United,0,1,0.0,0.0,9,3,6,0,0,0.0,1.0,,3,2.0,4,51,22,51,83.3,413,496,20,9,34.8,8,23,7,16,10,6,10,1,0.0,0,0.0,0.0,,0.0,7,0.0,1.0,4,1,2,1,0,0.0,2.0,,0,2.0,3,48,10,49,83.9,412,491,21,7,14.3,1,7,7,18,9,9,22,0,0.0,1,2.0,2.0,,1.0,9,6.79,7.01
PL-2024-25-12436930,Jornada 24,2025-02-01,Nottm Forest,1,Brighton,7,0,6.0,0.0,14,9,4,1,1,1.0,2.0,6.0,4,1.0,15,47,29,37,78.5,256,326,26,12,40.0,4,10,7,21,15,6,38,0,0.0,1,6.0,,,1.0,8,0.0,0.0,10,5,3,2,1,2.0,2.0,1.0,6,0.0,14,65,31,63,85.8,458,534,19,8,20.0,5,25,5,21,13,8,11,7,0.0,0,3.0,,,3.0,13,7.78,6.08
