Partido_id,Fase,Fecha,Equipo1,Es_Local_E1,Equipo2,EQUIPO1_GOLES,EQUIPO2_GOLES,Goles_dentro_area_E1,Goles_Fuera_Area_E1,Disparos_totales_E1,Disparos_a_puerta_E1,Disparos_fuera_E1,Disparo_Bloqueados_E1,Disparos_Al palo_E1,Disparos_Larguero_E1,Disparos_Poste_E1,Disparos_a_puerta_fuera_del_area_E1,Disparos_fuera_desde_fuera_del_area_E1,Asistencias_E1,Penaltis_marcados_E1,Penaltis_fallados_E1,Penaltis_forzados_E1,Ataques_E1,Oportunidades_claras_E1,Saques_de_esquina_sacados_E1,Fueras_de_juego_E1,Regates_E1,Ataques_tercio_ofensivo_E1,Ataques_zonas_clave_E1,Carreras_hacia_el_area_E1,Posesion_E1,Precision_pase_E1,Pases_completados_E1,Pases_realizados_E1,Pases_cortos_completados_E1,Pases_media_distancia_completados_E1,Pases_en_largo_completados_E1,Pases_completados_atras_E1,Pases_completadosa_izquierda_E1,Pases_completados_derecha_E1,Libres_directos_sacados_E1,Centros__tercio_ofensivo_E1,Pases_zonas_clave_E1,Pases_al_area_E1,Precision_en_el_centro_E1,Centros_completados_E1,Centros_realizados_E1,Tiempo_de_posesion_E1,Balones_recuperados_E1,Bloqueos_E1,Penaltis_cometidos_E1,Entradas_E1,Entradas_con_exito_E1,Entradas_perdidas_E1,Despejes_completados_E1,Despejes_realizados_E1,goles_encajados_E1,Goles_encajados_propia_puerta_E1,Porterias_a_cero_E1,Paradas_E1,Paradas_en_libres_directo_E1,Paradas-tras_libre_indirecto_E1,Penaltis_parados_E1,Balones_blocados_E1,Balones_blocados_por arriba_E1,Balones_blocados_por_abajo_E1,Despejes_de_puños_E1,Tarjetas_amarillas_E1,Tarjetas_rojas_E1,Faltas_cometidas_E1,Faltas_cometidas_tercio_def_E1,Faltas_cometidas_en_campo_propio_E1,Goles_dentro_area_E2,Goles_Fuera_Area_E2,Disparos_totales_E2,Disparos_a_puerta_E2,Disparos_fuera_E2,Disparo_Bloqueados_E2,Disparos_Al palo_E2,Disparos_Larguero_E2,Disparos_Poste_E2,Disparos_a_puerta_fuera_del_area_E2,Disparos_fuera_desde_fuera_del_area_E2,Asistencias_E2,Penaltis_marcados_E2,Penaltis_fallados_E2,Penaltis_forzados_E2,Ataques_E2,Oportunidades_claras_E2,Saques_de_esquina_sacados_E2,Fueras_de_juego_E2,Regates_E2,Ataques_tercio_ofensivo_E2,Ataques_zonas_clave_E2,Carreras_hacia_el_area_E2,Posesion_E2,Precision_pase_E2,Pases_completados_E2,Pases_realizados_E2,Pases_cortos_completados_E2,Pases_media_distancia_completados_E2,Pases_en_largo_completados_E2,Pases_completados_atras_E2,Pases_completadosa_izquierda_E2,Pases_completados_derecha_E2,Libres_directos_sacados_E2,Centros__tercio_ofensivo_E2,Pases_zonas_clave_E2,Pases_al_area_E2,Precision_en_el_centro_E2,Centros_completados_E2,Centros_realizados_E2,Tiempo_de_posesion_E2,Balones_recuperados_E2,Bloqueos_E2,Penaltis_cometidos_E2,Entradas_E2,Entradas_con_exito_E2,Entradas_perdidas_E2,Despejes_completados_E2,Despejes_realizados_E2,goles_encajados_E2,Goles_encajados_propia_puerta_E2,Porterias_a_cero_E2,Paradas_E2,Paradas_en_libres_directo_E2,Paradas-tras_libre_indirecto_E2,Penaltis_parados_E2,Balones_blocados_E2,Balones_blocados_por arriba_E2,Balones_blocados_por_abajo_E2,Despejes_de_puños_E2,Tarjetas_amarillas_E2,Tarjetas_rojas_E2,Faltas_cometidas_E2,Faltas_cometidas_tercio_def_E2,Faltas_cometidas_en_campo_propio_E2,media11_titular_E1,media11_titular_E2,Torneo,Confederacion_E1,Confederacion_E2
SEL-NATIONS_LEAGUE-2020-21-8600839,Final,2020-09-03,Letonia,1,Andorra,0,0,,,16.0,4.0,8.0,4.0,2.0,,,,,,,,,,2.0,4.0,0.0,12.0,69.0,,,67.0,74.8,324.0,433.0,,,43.0,,,,13.0,,,,18.5,5.0,27.0,,12.0,,,19.0,11.0,8.0,,17.0,0,,1,0.0,,,,,,,,0.0,1.0,17.0,,,,,7.0,0.0,5.0,2.0,0.0,,,,,,,,,,0.0,1.0,1.0,3.0,44.0,,,33.0,50.7,111.0,219.0,,,19.0,,,,17.0,,,,,0.0,8.0,,21.0,,,24.0,11.0,13.0,,31.0,0,,1,4.0,,,,,,,,5.0,0.0,13.0,,,7.09,6.93,UEFA Nations League,UEFA,UEFA
SEL-NATIONS_LEAGUE-2020-21-8600763,Final,2020-09-03,Alemania,1,España,1,1,,,10.0,7.0,3.0,0.0,1.0,,,,,,,,,,2.0,6.0,4.0,7.0,33.0,,,41.0,83.4,393.0,471.0,,,30.0,,,,10.0,,,,28.6,2.0,7.0,,17.0,,,15.0,12.0,3.0,,18.0,1,,0,4.0,,,,,,,,,,12.0,,,,,12.0,5.0,6.0,1.0,0.0,,,,,,,,,,2.0,4.0,3.0,9.0,85.0,,,59.0,89.7,601.0,670.0,,,53.0,,,,11.0,,,,31.8,7.0,22.0,,12.0,,,10.0,7.0,3.0,,4.0,1,,0,7.0,,,,,,,,,,10.0,,,7.15,7.19,UEFA Nations League,UEFA,UEFA
SEL-NATIONS_LEAGUE-2020-21-8600731,Final,2020-09-03,Ucrania,1,Suiza,2,1,,,14.0,4.0,8.0,2.0,1.0,,,,,,,,,,2.0,2.0,1.0,11.0,34.0,,,44.0,83.7,376.0,449.0,,,32.0,,,,16.0,,,,,0.0,4.0,,11.0,,,17.0,11.0,6.0,,34.0,1,,0,0.0,,,,,,,,1.0,,7.0,,,,,9.0,1.0,6.0,2.0,1.0,,,,,,,,,,1.0,5.0,5.0,5.0,83.0,,,56.0,88.2,479.0,543.0,,,44.0,,,,7.0,,,,10.0,3.0,30.0,,5.0,,,12.0,11.0,1.0,,2.0,2,,0,2.0,,,,,,,,2.0,,17.0,,,7.12,6.49,UEFA Nations League,UEFA,UEFA
SEL-NATIONS_LEAGUE-2020-21-8600813,Final,2020-09-03,Rusia,1,Serbia,3,1,,,9.0,4.0,1.0,4.0,0.0,,,,,,,,,,3.0,3.0,3.0,3.0,55.0,,,38.0,75.1,269.0,358.0,,,29.0,,,,12.0,,,,12.5,3.0,24.0,,14.0,,,12.0,8.0,4.0,,15.0,1,,0,5.0,,,,,,,,0.0,,16.0,,,,,15.0,6.0,6.0,3.0,0.0,,,,,,,,,,2.0,4.0,1.0,11.0,42.0,,,62.0,84.7,520.0,614.0,,,30.0,,,,16.0,,,,20.0,2.0,10.0,,8.0,,,9.0,5.0,4.0,,28.0,3,,0,1.0,,,,,,,,2.0,,12.0,,,6.97,6.73,UEFA Nations League,UEFA,UEFA
SEL-NATIONS_LEAGUE-2020-21-8600810,Final,2020-09-03,Turquía,1,Hungría,0,1,,,10.0,4.0,5.0,1.0,0.0,,,,,,,,,,0.0,3.0,3.0,12.0,62.0,,,60.0,85.6,494.0,577.0,,,32.0,,,,19.0,,,,26.7,4.0,15.0,,5.0,,,15.0,9.0,6.0,,15.0,1,,0,4.0,,,,,,,,2.0,,13.0,,,,,14.0,5.0,4.0,5.0,2.0,,,,,,,,,,2.0,5.0,2.0,10.0,51.0,,,40.0,81.2,307.0,378.0,,,34.0,,,,13.0,,,,46.7,7.0,15.0,,12.0,,,17.0,11.0,6.0,,9.0,0,,1,4.0,,,,,,,,3.0,,19.0,,,6.97,7.14,UEFA Nations League,UEFA,UEFA
SEL-NATIONS_LEAGUE-2020-21-8600814,Final,2020-09-03,Bulgaria,1,Irlanda,1,1,,,10.0,4.0,4.0,2.0,0.0,,,,,,,,,,1.0,1.0,2.0,1.0,35.0,,,38.0,80.4,292.0,363.0,,,21.0,,,,16.0,,,,20.0,1.0,5.0,,9.0,,,13.0,7.0,6.0,,20.0,1,,0,2.0,,,,,,,,0.0,,15.0,,,,,14.0,3.0,8.0,3.0,0.0,,,,,,,,,,1.0,5.0,2.0,12.0,75.0,,,62.0,87.3,507.0,581.0,,,50.0,,,,15.0,,,,27.3,6.0,22.0,,5.0,,,8.0,5.0,3.0,,2.0,1,,0,3.0,,,,,,,,1.0,,16.0,,,6.88,6.95,UEFA Nations League,UEFA,UEFA
SEL-NATIONS_LEAGUE-2020-21-8600816,Final,2020-09-03,Finlandia,1,Gales,0,1,,,7.0,0.0,5.0,2.0,1.0,,,,,,,,,,1.0,3.0,1.0,6.0,58.0,,,54.0,85.7,480.0,560.0,,,22.0,,,,14.0,,,,26.3,5.0,19.0,,4.0,,,9.0,5.0,4.0,,8.0,1,,0,1.0,,,,,,,,3.0,,14.0,,,,,3.0,1.0,2.0,0.0,0.0,,,,,,,,,,2.0,0.0,0.0,8.0,55.0,,,46.0,86.1,416.0,483.0,,,29.0,,,,14.0,,,,,0.0,11.0,,13.0,,,13.0,8.0,5.0,,22.0,0,,1,0.0,,,,,,,,4.0,,14.0,,,6.64,7.14,UEFA Nations League,UEFA,UEFA
SEL-NATIONS_LEAGUE-2020-21-8600843,Final,2020-09-03,Moldavia,1,Kosovo,1,1,,,4.0,2.0,2.0,0.0,0.0,,,,,,,,,,1.0,1.0,2.0,6.0,51.0,,,28.0,71.0,184.0,259.0,,,30.0,,,,17.0,,,,30.0,3.0,10.0,,18.0,,,10.0,4.0,6.0,,50.0,1,,0,3.0,,,,,,,,1.0,,18.0,,,,,19.0,5.0,10.0,4.0,0.0,,,,,,,,,,0.0,6.0,4.0,3.0,69.0,,,72.0,85.9,556.0,647.0,,,42.0,,,,17.0,,,,12.9,4.0,31.0,,4.0,,,11.0,6.0,5.0,,6.0,1,,0,1.0,,,,,,,,1.0,,18.0,,,6.91,6.92,UEFA Nations League,UEFA,UEFA
SEL-NATIONS_LEAGUE-2020-21-8600844,Final,2020-09-03,Eslovenia,1,Grecia,0,0,,,5.0,1.0,2.0,2.0,0.0,,,,,,,,,,1.0,2.0,3.0,3.0,39.0,,,39.0,79.1,287.0,363.0,,,23.0,,,,12.0,,,,18.2,2.0,11.0,,11.0,,,16.0,11.0,5.0,,28.0,0,,1,5.0,,,,,,,,3.0,,18.0,,,,,12.0,5.0,5.0,2.0,0.0,,,,,,,,,,2.0,6.0,3.0,5.0,59.0,,,61.0,86.3,486.0,563.0,,,38.0,,,,15.0,,,,23.8,5.0,21.0,,6.0,,,14.0,12.0,2.0,,17.0,0,,1,1.0,,,,,,,,1.0,,12.0,,,6.9,7.18,UEFA Nations League,UEFA,UEFA
SEL-NATIONS_LEAGUE-2020-21-8600846,Final,2020-09-03,Islas Feroe,1,Malta,3,2,,,12.0,7.0,4.0,1.0,1.0,,,,,,,,,,7.0,4.0,3.0,3.0,43.0,,,55.0,83.0,385.0,464.0,,,26.0,,,,20.0,,,,30.8,4.0,13.0,,7.0,,,13.0,10.0,3.0,,18.0,2,,0,4.0,,,,,,,,3.0,,13.0,,,,,7.0,6.0,0.0,1.0,0.0,,,,,,,,,,1.0,7.0,0.0,7.0,42.0,,,45.0,76.7,287.0,374.0,,,43.0,,,,13.0,,,,22.7,5.0,22.0,,3.0,,,15.0,10.0,5.0,,12.0,3,,0,4.0,,,,,,,,2.0,,20.0,,,6.79,6.83,UEFA Nations League,UEFA,UEFA
