Partido_id,Fase,Fecha,Equipo1,Es_Local_E1,Equipo2,EQUIPO1_GOLES,EQUIPO2_GOLES,Goles_dentro_area_E1,Goles_Fuera_Area_E1,Disparos_totales_E1,Disparos_a_puerta_E1,Disparos_fuera_E1,Disparo_Bloqueados_E1,Disparos_Al palo_E1,Disparos_Larguero_E1,Disparos_Poste_E1,Disparos_a_puerta_fuera_del_area_E1,Disparos_fuera_desde_fuera_del_area_E1,Asistencias_E1,Penaltis_marcados_E1,Penaltis_fallados_E1,Penaltis_forzados_E1,Ataques_E1,Oportunidades_claras_E1,Saques_de_esquina_sacados_E1,Fueras_de_juego_E1,Regates_E1,Ataques_tercio_ofensivo_E1,Ataques_zonas_clave_E1,Carreras_hacia_el_area_E1,Posesion_E1,Precision_pase_E1,Pases_completados_E1,Pases_realizados_E1,Pases_cortos_completados_E1,Pases_media_distancia_completados_E1,Pases_en_largo_completados_E1,Pases_completados_atras_E1,Pases_completadosa_izquierda_E1,Pases_completados_derecha_E1,Libres_directos_sacados_E1,Centros__tercio_ofensivo_E1,Pases_zonas_clave_E1,Pases_al_area_E1,Precision_en_el_centro_E1,Centros_completados_E1,Centros_realizados_E1,Tiempo_de_posesion_E1,Balones_recuperados_E1,Bloqueos_E1,Penaltis_cometidos_E1,Entradas_E1,Entradas_con_exito_E1,Entradas_perdidas_E1,Despejes_completados_E1,Despejes_realizados_E1,goles_encajados_E1,Goles_encajados_propia_puerta_E1,Porterias_a_cero_E1,Paradas_E1,Paradas_en_libres_directo_E1,Paradas-tras_libre_indirecto_E1,Penaltis_parados_E1,Balones_blocados_E1,Balones_blocados_por arriba_E1,Balones_blocados_por_abajo_E1,Despejes_de_puños_E1,Tarjetas_amarillas_E1,Tarjetas_rojas_E1,Faltas_cometidas_E1,Faltas_cometidas_tercio_def_E1,Faltas_cometidas_en_campo_propio_E1,Goles_dentro_area_E2,Goles_Fuera_Area_E2,Disparos_totales_E2,Disparos_a_puerta_E2,Disparos_fuera_E2,Disparo_Bloqueados_E2,Disparos_Al palo_E2,Disparos_Larguero_E2,Disparos_Poste_E2,Disparos_a_puerta_fuera_del_area_E2,Disparos_fuera_desde_fuera_del_area_E2,Asistencias_E2,Penaltis_marcados_E2,Penaltis_fallados_E2,Penaltis_forzados_E2,Ataques_E2,Oportunidades_claras_E2,Saques_de_esquina_sacados_E2,Fueras_de_juego_E2,Regates_E2,Ataques_tercio_ofensivo_E2,Ataques_zonas_clave_E2,Carreras_hacia_el_area_E2,Posesion_E2,Precision_pase_E2,Pases_completados_E2,Pases_realizados_E2,Pases_cortos_completados_E2,Pases_media_distancia_completados_E2,Pases_en_largo_completados_E2,Pases_completados_atras_E2,Pases_completadosa_izquierda_E2,Pases_completados_derecha_E2,Libres_directos_sacados_E2,Centros__tercio_ofensivo_E2,Pases_zonas_clave_E2,Pases_al_area_E2,Precision_en_el_centro_E2,Centros_completados_E2,Centros_realizados_E2,Tiempo_de_posesion_E2,Balones_recuperados_E2,Bloqueos_E2,Penaltis_cometidos_E2,Entradas_E2,Entradas_con_exito_E2,Entradas_perdidas_E2,Despejes_completados_E2,Despejes_realizados_E2,goles_encajados_E2,Goles_encajados_propia_puerta_E2,Porterias_a_cero_E2,Paradas_E2,Paradas_en_libres_directo_E2,Paradas-tras_libre_indirecto_E2,Penaltis_parados_E2,Balones_blocados_E2,Balones_blocados_por arriba_E2,Balones_blocados_por_abajo_E2,Despejes_de_puños_E2,Tarjetas_amarillas_E2,Tarjetas_rojas_E2,Faltas_cometidas_E2,Faltas_cometidas_tercio_def_E2,Faltas_cometidas_en_campo_propio_E2,media11_titular_E1,media11_titular_E2,Torneo,Confederacion_E1,Confederacion_E2
SEL-GOLD_CUP-2023-11232152,Ronda 1,2023-06-24,USA,1,Jamaica,1,1,,,13,4,7,2,0,,,,,,,,,,4,5,0.0,5,74,,,68,81.6,478,586,,,30,,,,12,,,,14.8,4,27,,9,,,22,13,9,,14,1,,0,2,,,,,,,,0,,12,,,,,6,3,1,2,0,,,,,,,,,,3,2,1.0,13,55,,,32,63.2,182,288,,,29,,,,11,,,,16.7,1,6,,9,,,21,13,8,,29,1,,0,3,,,,,,,,3,,12,,,6.69,6.79,CONCACAF Gold Cup,CONCACAF,CONCACAF
SEL-GOLD_CUP-2023-11347198,Ronda 1,2023-06-25,Trinidad y Tobago,1,Saint Kitts And Nevis,3,0,,,14,4,5,5,0,,,,,,,,,,1,8,,11,65,,,66,88.1,476,540,,,25,,,,9,,,,28.6,4,14,,5,,,7,5,2,,15,0,,1,1,,,,,,,,0,,15,,,,,10,1,3,6,0,,,,,,,,,,0,8,,2,38,,,34,72.3,196,271,,,21,,,,14,,,,27.8,5,18,,8,,,19,10,9,,16,3,,0,2,,,,,,,,2,,9,,,7.11,6.45,CONCACAF Gold Cup,CONCACAF,Desconocido
SEL-GOLD_CUP-2023-11232149,Ronda 1,2023-06-25,Haití,1,Catar,2,1,,,15,3,8,4,1,,,,,,,,,,2,4,2.0,12,59,,,50,74.9,262,350,,,25,,,,14,,,,10.5,2,19,,12,,,18,10,8,,16,1,,0,1,,,,,,,,3,,16,,,,,10,2,4,4,1,,,,,,,,,,3,1,2.0,8,45,,,50,73.8,268,363,,,28,,,,15,,,,7.7,1,13,,6,,,12,10,2,,26,2,,0,1,,,,,,,,5,,17,,,6.85,6.52,CONCACAF Gold Cup,CONCACAF,AFC
SEL-GOLD_CUP-2023-11232148,Ronda 1,2023-06-25,México,1,Honduras,4,0,,,17,6,5,6,0,,,,,,,,,,4,4,1.0,8,47,,,54,87.1,440,505,,,23,,,,12,,,,35.7,5,14,,8,,,17,10,7,,13,0,,1,1,,,,,,,,2,,13,,,,,6,1,2,3,0,,,,,,,,,,0,5,1.0,7,68,,,46,82.5,345,418,,,29,,,,13,,,,7.1,1,14,,13,,,16,11,5,,11,4,,0,2,,,,,,,,2,,13,,,7.43,6.31,CONCACAF Gold Cup,CONCACAF,CONCACAF
SEL-GOLD_CUP-2023-11232150,Ronda 1,2023-06-26,El Salvador,1,Martinique,1,2,,,22,10,10,2,0,,,,,,,,,,3,7,5.0,12,64,,,65,85.5,389,455,,,28,,,,14,,,,30.4,7,23,,6,,,12,6,6,,7,2,,0,2,,,,,,,,0,0.0,7,,,,,7,4,1,2,0,,,,,,,,,,3,4,0.0,4,47,,,35,70.7,176,249,,,28,,,,6,,,,11.1,1,9,,9,,,16,13,3,,24,1,,0,8,,,,,,,,2,1.0,15,,,6.7,6.93,CONCACAF Gold Cup,CONCACAF,Desconocido
SEL-GOLD_CUP-2023-11232171,Ronda 1,2023-06-26,Costa Rica,1,Panamá,1,2,,,6,4,1,1,0,,,,,,,,,,3,1,1.0,9,40,,,39,83.0,323,389,,,10,,,,13,,,,25.0,1,4,,15,,,13,11,2,,13,2,,0,8,,,,,,,,2,,14,,,,,15,10,4,1,0,,,,,,,,,,3,5,0.0,10,62,,,61,89.3,543,608,,,45,,,,14,,,,40.0,8,20,,6,,,20,14,6,,7,1,,0,3,,,,,,,,1,,13,,,6.65,7.15,CONCACAF Gold Cup,CONCACAF,CONCACAF
SEL-GOLD_CUP-2023-11232156,Ronda 1,2023-06-27,Canadá,1,Guadeloupe,2,2,,,18,6,8,4,0,,,,,,,,,,1,5,2.0,11,59,,,56,83.6,363,434,,,18,,,,17,,,,28.6,6,21,,10,,,12,5,7,,10,2,,0,3,,,,,,,,2,,13,,,,,9,4,4,1,0,,,,,,,,,,3,2,1.0,13,32,,,44,77.4,274,354,,,22,,,,13,,,,30.8,4,13,,10,,,15,11,4,,24,2,,0,4,,,,,,,,2,,17,,,6.86,6.75,CONCACAF Gold Cup,CONCACAF,Desconocido
SEL-GOLD_CUP-2023-11232146,Ronda 1,2023-06-27,Guatemala,1,Cuba,1,0,,,17,7,5,5,1,,,,,,,,,,1,2,1.0,11,49,,,53,76.6,259,338,,,33,,,,18,,,,27.8,5,18,,9,,,18,9,9,,13,0,,1,1,,,,,,,,3,,17,,,,,6,1,3,2,0,,,,,,,,,,0,3,2.0,11,40,,,47,74.6,232,311,,,24,,,,15,,,,11.1,1,9,,14,,,19,10,9,,16,1,,0,6,,,,,,,,5,,21,,,7.02,6.75,CONCACAF Gold Cup,CONCACAF,CONCACAF
SEL-GOLD_CUP-2023-11347199,Ronda 2,2023-06-28,Jamaica,1,Trinidad y Tobago,4,1,,,13,6,7,0,0,,,,,,,,,,6,2,2.0,9,56,,,53,88.0,389,442,,,27,,,,13,,,,8.3,1,12,,5,,,27,19,8,,4,1,,0,0,,,,,,,,3,,17,,,,,3,1,2,0,0,,,,,,,,,,1,0,0.0,7,31,,,47,86.3,333,386,,,17,,,,16,,,,11.1,1,9,,5,,,21,8,13,,7,4,,0,2,,,,,,,,3,,15,,,7.1,6.14,CONCACAF Gold Cup,CONCACAF,CONCACAF
SEL-GOLD_CUP-2023-11232166,Ronda 2,2023-06-28,Saint Kitts And Nevis,1,USA,0,6,,,2,0,1,1,0,,,,,,,,,,0,1,1.0,7,37,,,34,71.3,204,286,,,24,,,,16,,,,50.0,1,2,,16,,,16,8,8,,20,6,,0,9,,,,,,,,3,,9,,,,,34,15,12,7,0,,,,,,,,,,11,8,3.0,7,75,,,66,86.1,464,539,,,19,,,,8,,,,44.4,12,27,,12,,,13,5,8,,5,0,,1,0,,,,,,,,0,,16,,,6.25,7.71,CONCACAF Gold Cup,Desconocido,CONCACAF
