Partido_id,Fase,Fecha,Equipo1,Es_Local_E1,Equipo2,EQUIPO1_GOLES,EQUIPO2_GOLES,Goles_dentro_area_E1,Goles_Fuera_Area_E1,Disparos_totales_E1,Disparos_a_puerta_E1,Disparos_fuera_E1,Disparo_Bloqueados_E1,Disparos_Al palo_E1,Disparos_Larguero_E1,Disparos_Poste_E1,Disparos_a_puerta_fuera_del_area_E1,Disparos_fuera_desde_fuera_del_area_E1,Asistencias_E1,Penaltis_marcados_E1,Penaltis_fallados_E1,Penaltis_forzados_E1,Ataques_E1,Oportunidades_claras_E1,Saques_de_esquina_sacados_E1,Fueras_de_juego_E1,Regates_E1,Ataques_tercio_ofensivo_E1,Ataques_zonas_clave_E1,Carreras_hacia_el_area_E1,Posesion_E1,Precision_pase_E1,Pases_completados_E1,Pases_realizados_E1,Pases_cortos_completados_E1,Pases_media_distancia_completados_E1,Pases_en_largo_completados_E1,Pases_completados_atras_E1,Pases_completadosa_izquierda_E1,Pases_completados_derecha_E1,Libres_directos_sacados_E1,Centros__tercio_ofensivo_E1,Pases_zonas_clave_E1,Pases_al_area_E1,Precision_en_el_centro_E1,Centros_completados_E1,Centros_realizados_E1,Tiempo_de_posesion_E1,Balones_recuperados_E1,Bloqueos_E1,Penaltis_cometidos_E1,Entradas_E1,Entradas_con_exito_E1,Entradas_perdidas_E1,Despejes_completados_E1,Despejes_realizados_E1,goles_encajados_E1,Goles_encajados_propia_puerta_E1,Porterias_a_cero_E1,Paradas_E1,Paradas_en_libres_directo_E1,Paradas-tras_libre_indirecto_E1,Penaltis_parados_E1,Balones_blocados_E1,Balones_blocados_por arriba_E1,Balones_blocados_por_abajo_E1,Despejes_de_puños_E1,Tarjetas_amarillas_E1,Tarjetas_rojas_E1,Faltas_cometidas_E1,Faltas_cometidas_tercio_def_E1,Faltas_cometidas_en_campo_propio_E1,Goles_dentro_area_E2,Goles_Fuera_Area_E2,Disparos_totales_E2,Disparos_a_puerta_E2,Disparos_fuera_E2,Disparo_Bloqueados_E2,Disparos_Al palo_E2,Disparos_Larguero_E2,Disparos_Poste_E2,Disparos_a_puerta_fuera_del_area_E2,Disparos_fuera_desde_fuera_del_area_E2,Asistencias_E2,Penaltis_marcados_E2,Penaltis_fallados_E2,Penaltis_forzados_E2,Ataques_E2,Oportunidades_claras_E2,Saques_de_esquina_sacados_E2,Fueras_de_juego_E2,Regates_E2,Ataques_tercio_ofensivo_E2,Ataques_zonas_clave_E2,Carreras_hacia_el_area_E2,Posesion_E2,Precision_pase_E2,Pases_completados_E2,Pases_realizados_E2,Pases_cortos_completados_E2,Pases_media_distancia_completados_E2,Pases_en_largo_completados_E2,Pases_completados_atras_E2,Pases_completadosa_izquierda_E2,Pases_completados_derecha_E2,Libres_directos_sacados_E2,Centros__tercio_ofensivo_E2,Pases_zonas_clave_E2,Pases_al_area_E2,Precision_en_el_centro_E2,Centros_completados_E2,Centros_realizados_E2,Tiempo_de_posesion_E2,Balones_recuperados_E2,Bloqueos_E2,Penaltis_cometidos_E2,Entradas_E2,Entradas_con_exito_E2,Entradas_perdidas_E2,Despejes_completados_E2,Despejes_realizados_E2,goles_encajados_E2,Goles_encajados_propia_puerta_E2,Porterias_a_cero_E2,Paradas_E2,Paradas_en_libres_directo_E2,Paradas-tras_libre_indirecto_E2,Penaltis_parados_E2,Balones_blocados_E2,Balones_blocados_por arriba_E2,Balones_blocados_por_abajo_E2,Despejes_de_puños_E2,Tarjetas_amarillas_E2,Tarjetas_rojas_E2,Faltas_cometidas_E2,Faltas_cometidas_tercio_def_E2,Faltas_cometidas_en_campo_propio_E2,media11_titular_E1,media11_titular_E2
PL-2025-26-14025102,Jornada 13,2025-11-30,Crystal Palace,1,Man United,1,2,,,14,3,6,5,0,,,,,,,,,,3.0,4,3.0,2,62,,26,44,72.0,244,339,,,16,,,,13,,,,23.5,4,17,,7,,,14,9,5,,44,2,,0,4.0,,,,,,,4.0,3.0,,14,,,,,14,6,8,0,0,,,,,,,,,,2.0,4,0.0,5,70,,18,56,79.5,352,443,,,27,,,,14,,,,16.7,3,18,,10,,,16,6,10,,31,1,,0,2.0,,,,,,,0.0,2.0,,14,,,6.68,6.94
PL-2025-26-14025093,Jornada 13,2025-11-30,Aston Villa,1,Wolves,1,0,,,16,6,6,4,1,,,,,,,,,,0.0,7,0.0,7,65,,28,52,87.0,401,461,,,14,,,,21,,,,23.8,5,21,,4,,,16,9,7,,26,0,,1,4.0,,,,,1.0,,,0.0,,13,,,,,9,4,2,3,1,,,,,,,,,,1.0,3,2.0,7,51,,20,48,87.2,369,423,,,22,,,,13,,,,27.8,5,18,,6,,,22,11,11,,28,1,,0,5.0,,,,,1.0,,,4.0,,21,,,7.27,6.73
PL-2025-26-14025111,Jornada 13,2025-11-30,Nottm Forest,1,Brighton,0,2,,,19,3,6,10,0,,,,,,,,,,1.0,9,1.0,17,67,,35,52,83.1,409,492,,,29,,,,10,,,,24.2,8,33,,7,,,22,14,8,,19,2,,0,3.0,,,,,0.0,,,0.0,,11,,,,,17,6,5,6,0,,,,,,,,,,4.0,2,0.0,6,56,,28,48,82.4,392,476,,,26,,,,11,,,,60.0,3,5,,13,,,19,13,6,,37,0,,1,3.0,,,,,1.0,,,1.0,,10,,,6.77,7.15
PL-2025-26-14025120,Jornada 13,2025-11-30,West Ham,1,Liverpool,0,2,,,7,0,2,5,0,,,,,,,,,,0.0,7,2.0,5,47,,11,44,79.7,303,380,,,16,,,,14,,,,8.3,2,24,,9,,,13,9,4,,21,2,,0,3.0,,,,,,,1.0,3.0,1.0,12,,,,,9,5,4,0,0,,,,,,,,,,3.0,2,1.0,6,63,,20,56,86.4,445,515,,,19,,,,12,,,,20.0,2,10,,4,,,11,7,4,,29,0,,1,0.0,,,,,,,1.0,0.0,0.0,14,,,6.49,7.24
PL-2025-26-14025099,Jornada 13,2025-11-30,Chelsea,1,Arsenal,1,1,,,11,4,5,2,0,,,,,,,,,,1.0,3,1.0,5,50,,20,38,79.6,222,279,,,26,,,,13,,,,33.3,5,15,,6,,,13,6,7,,30,1,,0,3.0,,,,,2.0,,1.0,1.0,1.0,12,,,,,8,4,3,1,0,,,,,,,,,,1.0,3,3.0,5,54,,23,62,84.2,390,463,,,11,,,,12,,,,26.7,4,15,,10,,,15,9,6,,17,1,,0,3.0,,,,,0.0,,0.0,6.0,0.0,13,,,6.92,6.94
PL-2025-26-14025123,Jornada 14,2025-12-02,Bournemouth,1,Everton,0,1,,,5,2,1,2,0,,,,,,,,,,1.0,1,1.0,8,64,,28,55,84.5,402,476,,,15,,,,14,,,,17.6,3,17,,3,,,15,10,5,,55,1,,0,2.0,,,,,1.0,,3.0,3.0,,14,,,,,13,3,5,5,2,,,,,,,,,,2.0,6,1.0,2,61,,33,45,74.3,281,378,,,18,,,,14,,,,7.7,2,26,,4,,,18,11,7,,24,0,,1,2.0,,,,,0.0,,0.0,3.0,,14,,,6.84,7.03
PL-2025-26-14025135,Jornada 14,2025-12-02,Fulham,1,Man City,4,5,,,12,6,3,3,0,,,,,,,,,,1.0,7,4.0,8,47,,23,57,87.9,538,612,,,25,,,,7,,,,23.8,5,21,,11,,,18,11,7,,19,5,,0,0.0,,,,,,,1.0,0.0,,9,,,,,11,4,3,4,2,,,,,,,,,,3.0,2,1.0,8,41,,23,43,83.9,392,467,,,23,,,,9,,,,57.1,4,7,,16,,,16,7,9,,27,4,,0,1.0,,,,,,,1.0,1.0,,7,,,6.22,6.95
PL-2025-26-14025141,Jornada 14,2025-12-02,Newcastle,1,Tottenham,2,2,,,19,7,5,7,1,,,,,,,,,,1.0,11,3.0,9,53,,38,53,85.7,377,440,,,13,,,,11,,,,25.0,10,40,,9,,,18,13,5,,28,2,,0,0.0,,,,,1.0,,1.0,0.0,,5,,,,,8,2,1,5,0,,,,,,,,,,1.0,8,1.0,10,43,,22,47,80.7,313,388,,,12,,,,5,,,,21.4,6,28,,8,,,17,13,4,,37,2,,0,4.0,,,,,1.0,,3.0,3.0,,12,,,6.85,6.79
PL-2025-26-14025126,Jornada 14,2025-12-03,Arsenal,1,Brentford,2,0,,,15,7,4,4,0,,,,,,,,,,4.0,4,,7,71,,28,62,84.1,456,542,,,25,,,,9,,,,13.3,2,15,,6,,,26,14,12,,25,0,,1,1.0,,,,,2.0,,1.0,0.0,,7,,,,,6,1,2,3,1,,,,,,,,,,1.0,8,,5,55,,13,38,76.6,255,333,,,28,,,,7,,,,25.0,3,12,,10,,,19,12,7,,34,2,,0,5.0,,,,,0.0,,0.0,1.0,,9,,,7.23,6.54
PL-2025-26-14025129,Jornada 14,2025-12-03,Brighton,1,Aston Villa,3,4,,,16,7,6,3,0,,,,,,,,,,3.0,5,4.0,13,54,,29,56,85.4,404,473,,,15,,,,9,,,,21.1,4,19,,9,,,23,13,10,,16,4,,0,6.0,,,,,,,,2.0,,10,,,,,14,10,2,2,1,,,,,,,,,,6.0,6,1.0,13,37,,25,44,82.9,300,362,,,15,,,,10,,,,26.7,4,15,,8,,,23,13,10,,25,3,,0,4.0,,,,,,,,2.0,,9,,,6.71,6.73
PL-2025-26-14025132,Jornada 14,2025-12-03,Burnley,1,Crystal Palace,0,1,,,11,4,1,6,1,,,,,,,,,,2.0,3,0.0,3,65,,29,58,83.6,474,567,,,23,,,,8,,,,26.3,5,19,,16,,,13,7,6,,42,1,,0,2.0,,,,,0.0,,1.0,,,9,,,,,3,3,0,0,0,,,,,,,,,,2.0,3,3.0,1,49,,22,42,74.1,309,417,,,22,,,,9,,,,45.5,5,11,,11,,,17,13,4,,42,0,,1,3.0,,,,,1.0,,0.0,,,8,,,6.58,7.23
PL-2025-26-14025144,Jornada 14,2025-12-03,Wolves,1,Nottm Forest,0,1,,,5,1,2,2,0,,,,,,,,,,1.0,3,2.0,8,45,,10,50,79.3,329,415,,,24,,,,11,,,,16.7,3,18,,10,,,19,14,5,,19,1,,0,2.0,,,,,0.0,,3.0,2.0,,19,,,,,10,3,3,4,0,,,,,,,,,,2.0,9,2.0,4,56,,23,50,80.3,334,416,,,28,,,,19,,,,38.1,8,21,,5,,,17,7,10,,19,0,,1,1.0,,,,,1.0,,1.0,2.0,,11,,,6.65,6.93
PL-2025-26-14025138,Jornada 14,2025-12-03,Leeds,1,Chelsea,3,1,,,17,5,10,2,0,,,,,,,,,,2.0,4,3.0,4,55,,20,29,70.5,186,264,,,20,,,,13,,,,33.3,6,18,,9,,,21,15,6,,32,1,,0,1.0,,,,,1.0,,,1.0,,10,,,,,14,2,7,5,0,,,,,,,,,,1.0,2,1.0,8,69,,33,71,89.1,608,682,,,15,,,,10,,,,25.0,5,20,,3,,,16,11,5,,35,3,,0,2.0,,,,,1.0,,,1.0,,13,,,7.02,6.48
PL-2025-26-14025147,Jornada 14,2025-12-03,Liverpool,1,Sunderland,1,1,,,23,4,8,11,1,,,,,,,,,,1.0,7,2.0,5,84,,33,68,86.8,554,638,,,15,,,,5,,,,17.6,6,34,,6,,,12,9,3,,26,1,,0,4.0,,,,,0.0,,1.0,1.0,,10,,,,,9,6,2,1,2,,,,,,,,,,1.0,3,2.0,3,43,,16,32,71.7,218,304,,,24,,,,10,,,,25.0,3,12,,9,,,15,7,8,,47,1,,0,4.0,,,,,5.0,,0.0,1.0,,5,,,6.68,6.85
PL-2025-26-14025150,Jornada 14,2025-12-04,Man United,1,West Ham,1,1,,,17,4,5,8,1,,,,,,,,,,3.0,6,3.0,9,65,,43,65,81.5,446,547,,,22,,,,9,,,,16.1,5,31,,5,,,19,14,5,,17,1,,0,1.0,,,,,1.0,,0.0,2.0,,13,,,,,11,3,3,5,0,,,,,,,,,,1.0,6,2.0,11,60,,28,35,71.4,212,297,,,27,,,,13,,,,18.8,3,16,,20,,,15,8,7,,39,1,,0,3.0,,,,,0.0,,4.0,2.0,,9,,,6.87,6.98
PL-2025-26-14025156,Jornada 15,2025-12-06,Aston Villa,1,Arsenal,2,1,,,15,6,2,7,0,,,,,,,,,,5.0,3,0.0,10,53,,43,47,81.9,325,397,,,31,,,,8,,,,7.1,1,14,,6,,,15,10,5,,23,1,,0,7.0,,,,,,,,0.0,,10,,,,,15,9,5,1,0,,,,,,,,,,4.0,3,3.0,6,59,,33,53,84.9,376,443,,,18,,,,10,,,,25.0,4,16,,11,,,20,11,9,,24,2,,0,4.0,,,,,,,,2.0,,8,,,6.9,6.78
PL-2025-26-14025153,Jornada 15,2025-12-06,Bournemouth,1,Chelsea,0,0,,,13,5,6,2,0,,,,,,,,,,1.0,5,4.0,7,59,,24,39,70.5,232,329,,,26,,,,13,,,,9.1,1,11,,14,,,17,12,5,,23,0,,1,4.0,,,,,0.0,,0.0,0.0,,15,,,,,11,4,6,1,1,,,,,,,,,,0.0,0,0.0,7,66,,20,61,82.9,430,519,,,21,,,,15,,,,35.7,5,14,,10,,,17,9,8,,26,0,,1,5.0,,,,,2.0,,1.0,2.0,,13,,,6.89,7.05
PL-2025-26-14025162,Jornada 15,2025-12-06,Everton,1,Nottm Forest,3,0,,,11,5,2,4,1,,,,,,,,,,1.0,6,3.0,3,56,,27,41,77.8,238,306,,,15,,,,15,,,,16.7,3,18,,11,,,15,11,4,,42,0,,1,2.0,,,,,1.0,,1.0,4.0,,17,,,,,7,3,2,2,0,,,,,,,,,,1.0,3,1.0,8,41,,12,59,81.0,357,441,,,14,,,,17,,,,16.7,3,18,,6,,,24,15,9,,35,3,,0,3.0,,,,,0.0,,1.0,3.0,,15,,,7.18,6.37
PL-2025-26-14025171,Jornada 15,2025-12-06,Man City,1,Sunderland,3,0,,,18,6,7,5,1,,,,,,,,,,3.0,6,0.0,11,53,,42,64,89.7,559,623,,,15,,,,10,,,,31.6,6,19,,4,,,8,8,0,,21,0,,1,1.0,,,,,0.0,,,1.0,0.0,9,,,,,8,1,4,3,1,,,,,,,,,,1.0,5,3.0,3,29,,7,36,79.8,277,347,,,20,,,,9,,,,7.7,1,13,,8,,,20,13,7,,28,3,,0,2.0,,,,,2.0,,,0.0,1.0,10,,,7.65,6.59
PL-2025-26-14025174,Jornada 15,2025-12-06,Newcastle,1,Burnley,2,1,,,17,7,7,3,2,,,,,,,,,,2.0,9,3.0,9,78,,26,70,90.7,554,611,,,29,,,,10,,,,4.0,1,25,,1,,,19,15,4,,27,1,,0,2.0,,,,,,,1.0,2.0,0.0,9,,,,,9,3,3,3,1,,,,,,,,,,3.0,9,2.0,4,42,,19,30,72.6,188,259,,,18,,,,8,,,,30.0,6,20,,7,,,15,8,7,,28,2,,0,6.0,,,,,,,2.0,2.0,1.0,11,,,7.21,6.3
PL-2025-26-14025177,Jornada 15,2025-12-06,Tottenham,1,Brentford,2,0,,,15,7,5,3,0,,,,,,,,,,4.0,7,2.0,8,49,,23,53,82.2,329,400,,,24,,,,9,,,,19.2,5,26,,11,,,17,10,7,,29,0,,1,1.0,,,,,2.0,,0.0,3.0,,8,,,,,4,1,2,1,0,,,,,,,,,,1.0,6,1.0,8,50,,16,47,79.2,281,355,,,17,,,,8,,,,11.1,2,18,,7,,,24,16,8,,34,2,,0,5.0,,,,,0.0,,4.0,4.0,,9,,,7.32,6.71
PL-2025-26-14025168,Jornada 15,2025-12-06,Leeds,1,Liverpool,3,3,,,12,5,5,2,0,,,,,,,,,,2.0,5,2.0,5,65,,19,45,79.9,321,402,,,14,,,,13,,,,28.6,4,14,,10,,,9,6,3,,19,3,,0,4.0,,,,,,,2.0,3.0,,14,,,,,16,7,5,4,1,,,,,,,,,,4.0,4,2.0,6,46,,27,55,83.1,418,503,,,16,,,,14,,,,35.3,6,17,,5,,,17,9,8,,28,3,,0,2.0,,,,,,,0.0,3.0,,14,,,6.48,6.85
PL-2025-26-14025159,Jornada 15,2025-12-07,Brighton,1,West Ham,1,1,,,22,4,8,10,1,,,,,,,,,,3.0,10,1.0,6,59,,44,68,87.9,515,586,,,19,,,,8,,,,33.3,13,39,,9,,,12,7,5,,13,1,,0,4.0,,,,,,,,2.0,,12,,,,,14,5,6,3,0,,,,,,,,,,3.0,6,1.0,13,39,,24,32,73.3,203,277,,,15,,,,12,,,,27.3,3,11,,13,,,14,7,7,,41,1,,0,4.0,,,,,,,,2.0,,8,,,7.01,7.04
PL-2025-26-14025165,Jornada 15,2025-12-07,Fulham,1,Crystal Palace,1,2,,,12,4,5,3,0,,,,,,,,,,2.0,6,3.0,9,69,,26,63,86.9,556,640,,,23,,,,8,,,,36.8,7,19,,8,,,12,7,5,,23,2,,0,3.0,,,,,,,0.0,,,5,,,,,11,5,1,5,0,,,,,,,,,,4.0,4,2.0,6,50,,18,37,82.6,303,367,,,21,,,,5,,,,23.1,3,13,,9,,,20,14,6,,28,1,,0,3.0,,,,,,,1.0,,,8,,,6.84,7.04
PL-2025-26-14912436,Jornada 15,2025-12-08,Wolves,1,Man United,1,4,,,8,2,3,3,0,,,,,,,,,,1.0,1,2.0,13,61,,21,37,70.7,208,294,,,26,,,,12,,,,24.0,6,25,,13,,,26,12,14,,24,4,,0,4.0,,,,,,,2.0,3.0,,17,,,,,27,10,3,14,0,,,,,,,,,,8.0,9,3.0,10,50,,42,63,84.7,458,541,,,20,,,,16,,,,21.4,3,14,,7,,,16,9,7,,27,1,,0,1.0,,,,,,,0.0,2.0,,12,,,6.85,7.15
PL-2025-26-14025192,Jornada 16,2025-12-13,Chelsea,1,Everton,2,0,,,17,5,9,3,0,,,,,,,,,,5.0,4,0.0,7,44,,24,58,88.1,473,537,,,22,,,,11,,,,30.0,3,10,,11,,,15,8,7,,32,0,,1,2.0,,,,,2.0,,0.0,1.0,,13,,,,,11,2,5,4,1,,,,,,,,,,3.0,7,1.0,6,58,,23,42,82.0,306,373,,,25,,,,13,,,,21.7,5,23,,8,,,22,8,14,,12,2,,0,3.0,,,,,1.0,,1.0,0.0,,11,,,7.34,6.54
PL-2025-26-14025198,Jornada 16,2025-12-13,Liverpool,1,Brighton,2,0,,,18,4,8,6,0,,,,,,,,,,3.0,2,2.0,17,45,,38,49,86.3,448,519,,,29,,,,15,,,,40.0,2,5,,8,,,22,12,10,,31,0,,1,1.0,,,,,1.0,,1.0,1.0,,8,,,,,14,1,7,6,1,,,,,,,,,,3.0,2,0.0,7,62,,28,51,89.4,470,526,,,28,,,,8,,,,22.2,4,18,,6,,,13,7,6,,6,2,,0,2.0,,,,,0.0,,0.0,2.0,,15,,,7.51,6.41
PL-2025-26-14025189,Jornada 16,2025-12-13,Burnley,1,Fulham,2,3,,,16,8,4,4,0,,,,,,,,,,5.0,10,1.0,6,88,,25,53,82.8,444,536,,,22,,,,8,,,,17.6,3,17,,9,,,13,9,4,,10,3,,0,1.0,,,,,1.0,,1.0,1.0,,8,,,,,6,4,2,0,0,,,,,,,,,,2.0,4,0.0,4,43,,15,47,82.0,393,479,,,18,,,,8,,,,26.7,4,15,,12,,,22,12,10,,38,2,,0,6.0,,,,,0.0,,1.0,2.0,,8,,,6.63,7.3
PL-2025-26-14025183,Jornada 16,2025-12-13,Arsenal,1,Wolves,2,1,,,16,2,11,3,1,,,,,,,,,,3.0,8,1.0,10,81,,41,69,87.4,500,572,,,11,,,,15,,,,20.0,6,30,,8,,,5,3,2,,21,1,,0,1.0,,,,,0.0,,0.0,0.0,,7,,,,,3,2,0,1,0,,,,,,,,,,1.0,0,1.0,4,52,,14,31,69.0,180,261,,,21,,,,7,,,,50.0,4,8,,5,,,8,5,3,,54,2,,0,2.0,,,,,1.0,,3.0,4.0,,15,,,6.9,6.45
PL-2025-26-14025195,Jornada 16,2025-12-14,Crystal Palace,1,Man City,0,3,,,16,4,6,6,2,,,,,,,,,,1.0,2,3.0,4,40,,33,39,75.7,284,375,,,21,,,,6,,,,14.3,2,14,,6,,,23,17,6,,20,3,,0,3.0,,,,,,,0.0,2.0,,9,,,,,7,6,1,0,0,,,,,,,,,,2.0,2,2.0,14,65,,13,61,86.3,516,598,,,20,,,,8,,,,33.3,3,9,,8,,,14,6,8,,39,0,,1,4.0,,,,,,,2.0,0.0,,6,,,6.41,7.39
PL-2025-26-14025204,Jornada 16,2025-12-14,Nottm Forest,1,Tottenham,3,0,,,15,6,7,2,1,,,,,,,,,,4.0,3,4.0,6,49,,24,48,81.6,320,392,,,23,,,,13,,,,33.3,5,15,,12,,,17,9,8,,23,0,,1,1.0,,,,,,,2.0,1.0,,9,,,,,6,1,1,4,0,,,,,,,,,,0.0,3,1.0,12,48,,13,52,79.8,335,420,,,18,,,,9,,,,15.8,3,19,,11,,,30,20,10,,17,3,,0,3.0,,,,,,,2.0,3.0,,13,,,7.45,6.36
PL-2025-26-14025207,Jornada 16,2025-12-14,Sunderland,1,Newcastle,1,0,,,5,1,2,2,0,,,,,,,,,,1.0,3,,7,69,,15,47,76.6,302,394,,,18,,,,10,,,,14.3,2,14,,11,,,10,7,3,,29,0,,1,2.0,,,,,3.0,,1.0,5.0,,10,,,,,6,2,1,3,0,,,,,,,,,,0.0,6,,8,57,,14,53,84.9,377,444,,,32,,,,10,,,,7.7,2,26,,3,,,8,5,3,,53,1,,0,1.0,,,,,1.0,,1.0,4.0,,10,,,6.94,6.68
PL-2025-26-14025210,Jornada 16,2025-12-14,West Ham,1,Aston Villa,2,3,,,10,3,4,3,0,,,,,,,,,,2.0,5,1.0,6,56,,19,41,83.9,324,386,,,16,,,,13,,,,,0,13,,9,,,17,10,7,,14,3,,0,2.0,,,,,0.0,,0.0,1.0,,18,,,,,7,4,2,1,0,,,,,,,,,,1.0,3,1.0,10,41,,12,59,88.9,503,566,,,27,,,,18,,,,27.3,3,11,,6,,,22,17,5,,13,2,,0,1.0,,,,,2.0,,1.0,2.0,,13,,,6.32,6.84
PL-2025-26-14025186,Jornada 16,2025-12-14,Brentford,1,Leeds,1,1,,,7,2,4,1,0,,,,,,,,,,1.0,0,2.0,4,62,,14,57,81.1,403,497,,,33,,,,9,,,,5.6,1,18,,8,,,12,9,3,,44,1,,0,3.0,,,,,0.0,,2.0,,,8,,,,,18,4,6,8,0,,,,,,,,,,2.0,3,0.0,8,51,,31,43,75.1,271,361,,,18,,,,8,,,,26.1,6,23,,7,,,15,8,7,,43,1,,0,1.0,,,,,1.0,,0.0,,,9,,,6.93,6.73
PL-2025-26-15035359,Jornada 16,2025-12-15,Man United,1,Bournemouth,4,4,,,25,9,6,10,1,,,,,,,,,,2.0,5,0.0,7,53,,49,57,78.9,310,393,,,16,,,,12,,,,28.6,6,21,,3,,,16,8,8,,47,4,,0,5.0,,,,,,,,2.0,,15,,,,,14,9,5,0,0,,,,,,,,,,6.0,4,1.0,9,65,,24,43,67.3,202,300,,,15,,,,15,,,,17.6,3,17,,8,,,14,8,6,,29,4,,0,5.0,,,,,,,,3.0,,12,,,7.03,6.75
PL-2025-26-14025228,Jornada 17,2025-12-20,Newcastle,1,Chelsea,2,2,,,11,5,6,0,0,,,,,,,,,,7.0,6,2.0,5,46,,21,47,77.0,278,361,,,16,,,,14,,,,28.6,8,28,,14,,,13,8,5,,19,2,,0,2.0,,,,,2.0,,0.0,3.0,,13,,,,,13,4,5,4,0,,,,,,,,,,1.0,4,0.0,9,46,,26,53,81.1,351,433,,,14,,,,13,,,,12.5,2,16,,13,,,11,9,2,,24,2,,0,3.0,,,,,1.0,,1.0,6.0,,14,,,6.83,6.81
PL-2025-26-14025213,Jornada 17,2025-12-20,Bournemouth,1,Burnley,1,1,,,16,1,12,3,0,,,,,,,,,,3.0,5,2.0,6,74,,37,66,79.8,404,506,,,18,,,,11,,,,27.3,6,22,,8,,,21,15,6,,31,1,,0,,,,,,1.0,,0.0,1.0,,11,,,,,4,1,1,2,0,,,,,,,,,,1.0,3,2.0,2,57,,16,34,66.2,178,269,,,30,,,,11,,,,25.0,2,8,,10,,,15,10,5,,38,1,,0,,,,,,0.0,,2.0,1.0,,11,,,6.95,6.55
PL-2025-26-14025218,Jornada 17,2025-12-20,Brighton,1,Sunderland,0,0,,,16,4,7,5,0,,,,,,,,,,0.0,3,1.0,13,56,,37,57,82.5,364,441,,,17,,,,15,,,,38.1,8,21,,7,,,12,8,4,,30,0,,1,6.0,,,,,0.0,,,2.0,,11,,,,,14,6,4,4,1,,,,,,,,,,2.0,4,1.0,2,50,,26,43,76.3,255,334,,,24,,,,11,,,,35.7,5,14,,9,,,25,15,10,,22,0,,1,4.0,,,,,1.0,,,2.0,,15,,,7.13,7.06
PL-2025-26-14025226,Jornada 17,2025-12-20,Man City,1,West Ham,3,0,,,17,8,7,2,0,,,,,,,,,,8.0,6,1.0,9,54,,40,66,92.4,693,750,,,24,,,,10,,,,28.6,6,21,,9,,,12,7,5,,9,0,,1,4.0,,,,,,,,1.0,,16,,,,,7,3,4,0,0,,,,,,,,,,2.0,0,2.0,7,28,,12,34,80.3,314,391,,,17,,,,16,,,,100.0,1,1,,12,,,24,15,9,,13,3,,0,5.0,,,,,,,,1.0,,10,,,7.45,6.54
PL-2025-26-14025232,Jornada 17,2025-12-20,Wolves,1,Brentford,0,2,,,9,2,1,6,0,,,,,,,,,,2.0,3,2.0,7,53,,22,43,78.5,281,358,,,21,,,,14,,,,18.2,4,22,,9,,,16,9,7,,37,2,,0,4.0,,,0.0,,,,0.0,2.0,,12,,,,,7,6,1,0,0,,,,,,,,,,4.0,4,2.0,4,49,,28,57,83.2,400,481,,,20,,,,12,,,,45.5,10,22,,16,,,12,6,6,,36,0,,1,2.0,,,1.0,,,,1.0,4.0,,15,,,6.67,7.24
PL-2025-26-14025230,Jornada 17,2025-12-20,Tottenham,1,Liverpool,1,2,,,15,4,4,7,1,,,,,,,,,,2.0,2,1.0,4,53,,20,35,76.4,246,322,,,17,,,,7,,,,20.0,4,20,,7,,,11,7,4,,33,2,,0,2.0,,,,,0.0,,1.0,5.0,2.0,7,,,,,8,4,1,3,0,,,,,,,,,,2.0,6,6.0,8,74,,30,65,88.3,542,614,,,23,,,,9,,,,21.7,5,23,,7,,,4,4,0,,22,1,,0,4.0,,,,,1.0,,1.0,3.0,0.0,2,,,6.34,6.87
PL-2025-26-14025220,Jornada 17,2025-12-20,Everton,1,Arsenal,0,1,,,5,1,2,2,0,,,,,,,,,,0.0,2,0.0,4,56,,13,35,73.7,250,339,,,19,,,,5,,,,14.3,2,14,,8,,,26,13,13,,23,1,,0,0.0,,,,,0.0,,1.0,2.0,,4,,,,,13,2,9,2,2,,,,,,,,,,3.0,3,1.0,9,61,,43,65,87.6,573,654,,,23,,,,3,,,,16.7,2,12,,7,,,14,9,5,,32,0,,1,1.0,,,,,5.0,,0.0,2.0,,5,,,6.75,6.95
PL-2025-26-14025224,Jornada 17,2025-12-20,Leeds,1,Crystal Palace,4,1,,,20,8,7,5,0,,,,,,,,,,4.0,9,2.0,6,51,,37,53,81.8,327,400,,,19,,,,10,,,,27.3,6,22,,7,,,15,11,4,,29,1,,0,2.0,,,,,1.0,,,1.0,,5,,,,,9,3,3,3,1,,,,,,,,,,2.0,5,3.0,5,40,,19,47,78.5,284,362,,,14,,,,4,,,,12.5,2,16,,6,,,22,13,9,,58,4,,0,2.0,,,,,0.0,,,3.0,,10,,,7.26,6.53
PL-2025-26-14025216,Jornada 17,2025-12-21,Aston Villa,1,Man United,2,1,,,12,4,3,5,1,,,,,,,,,,2.0,5,3.0,3,27,,20,43,80.1,281,351,,,16,,,,14,,,,14.3,1,7,,7,,,18,10,8,,22,1,,0,5.0,,,,,7.0,,1.0,1.0,,11,,,,,15,6,6,3,0,,,,,,,,,,3.0,5,1.0,8,49,,34,57,86.1,396,460,,,22,,,,11,,,,15.4,4,26,,9,,,26,14,12,,21,2,,0,2.0,,,,,1.0,,0.0,2.0,,14,,,6.82,6.95
