Partido_id,Fase,Fecha,Equipo1,Es_Local_E1,Equipo2,EQUIPO1_GOLES,EQUIPO2_GOLES,Goles_dentro_area_E1,Goles_Fuera_Area_E1,Disparos_totales_E1,Disparos_a_puerta_E1,Disparos_fuera_E1,Disparo_Bloqueados_E1,Disparos_Al palo_E1,Disparos_Larguero_E1,Disparos_Poste_E1,Disparos_a_puerta_fuera_del_area_E1,Disparos_fuera_desde_fuera_del_area_E1,Asistencias_E1,Penaltis_marcados_E1,Penaltis_fallados_E1,Penaltis_forzados_E1,Ataques_E1,Oportunidades_claras_E1,Saques_de_esquina_sacados_E1,Fueras_de_juego_E1,Regates_E1,Ataques_tercio_ofensivo_E1,Ataques_zonas_clave_E1,Carreras_hacia_el_area_E1,Posesion_E1,Precision_pase_E1,Pases_completados_E1,Pases_realizados_E1,Pases_cortos_completados_E1,Pases_media_distancia_completados_E1,Pases_en_largo_completados_E1,Pases_completados_atras_E1,Pases_completadosa_izquierda_E1,Pases_completados_derecha_E1,Libres_directos_sacados_E1,Centros__tercio_ofensivo_E1,Pases_zonas_clave_E1,Pases_al_area_E1,Precision_en_el_centro_E1,Centros_completados_E1,Centros_realizados_E1,Tiempo_de_posesion_E1,Balones_recuperados_E1,Bloqueos_E1,Penaltis_cometidos_E1,Entradas_E1,Entradas_con_exito_E1,Entradas_perdidas_E1,Despejes_completados_E1,Despejes_realizados_E1,goles_encajados_E1,Goles_encajados_propia_puerta_E1,Porterias_a_cero_E1,Paradas_E1,Paradas_en_libres_directo_E1,Paradas-tras_libre_indirecto_E1,Penaltis_parados_E1,Balones_blocados_E1,Balones_blocados_por arriba_E1,Balones_blocados_por_abajo_E1,Despejes_de_puños_E1,Tarjetas_amarillas_E1,Tarjetas_rojas_E1,Faltas_cometidas_E1,Faltas_cometidas_tercio_def_E1,Faltas_cometidas_en_campo_propio_E1,Goles_dentro_area_E2,Goles_Fuera_Area_E2,Disparos_totales_E2,Disparos_a_puerta_E2,Disparos_fuera_E2,Disparo_Bloqueados_E2,Disparos_Al palo_E2,Disparos_Larguero_E2,Disparos_Poste_E2,Disparos_a_puerta_fuera_del_area_E2,Disparos_fuera_desde_fuera_del_area_E2,Asistencias_E2,Penaltis_marcados_E2,Penaltis_fallados_E2,Penaltis_forzados_E2,Ataques_E2,Oportunidades_claras_E2,Saques_de_esquina_sacados_E2,Fueras_de_juego_E2,Regates_E2,Ataques_tercio_ofensivo_E2,Ataques_zonas_clave_E2,Carreras_hacia_el_area_E2,Posesion_E2,Precision_pase_E2,Pases_completados_E2,Pases_realizados_E2,Pases_cortos_completados_E2,Pases_media_distancia_completados_E2,Pases_en_largo_completados_E2,Pases_completados_atras_E2,Pases_completadosa_izquierda_E2,Pases_completados_derecha_E2,Libres_directos_sacados_E2,Centros__tercio_ofensivo_E2,Pases_zonas_clave_E2,Pases_al_area_E2,Precision_en_el_centro_E2,Centros_completados_E2,Centros_realizados_E2,Tiempo_de_posesion_E2,Balones_recuperados_E2,Bloqueos_E2,Penaltis_cometidos_E2,Entradas_E2,Entradas_con_exito_E2,Entradas_perdidas_E2,Despejes_completados_E2,Despejes_realizados_E2,goles_encajados_E2,Goles_encajados_propia_puerta_E2,Porterias_a_cero_E2,Paradas_E2,Paradas_en_libres_directo_E2,Paradas-tras_libre_indirecto_E2,Penaltis_parados_E2,Balones_blocados_E2,Balones_blocados_por arriba_E2,Balones_blocados_por_abajo_E2,Despejes_de_puños_E2,Tarjetas_amarillas_E2,Tarjetas_rojas_E2,Faltas_cometidas_E2,Faltas_cometidas_tercio_def_E2,Faltas_cometidas_en_campo_propio_E2,media11_titular_E1,media11_titular_E2,Torneo,Confederacion_E1,Confederacion_E2
SEL-AFCON-2021-9786529,Final,2022-01-09,Camerún,1,Burkina Faso,2,1,,,14,4,7,3,0,,,,,,,,,,2.0,6,1.0,18,57,,,60,84.3,339,402,,,31,,,,19,,,,9.5,2,21,,5,,,19,11,8,,13,1,,0,4,,,,,,,,1.0,,15,,,,,11,6,2,3,1,,,,,,,,,,2.0,5,1.0,10,47,,,40,79.4,216,272,,,17,,,,15,,,,23.1,3,13,,14,,,21,13,8,,12,2,,0,2,,,,,,,,2.0,,21,,,6.96,6.57,AFCON,CAF,CAF
SEL-AFCON-2021-9786528,Final,2022-01-09,Etiopía,1,Cabo Verde,0,1,,,7,1,4,2,0,,,,,,,,,,0.0,1,1.0,6,48,,,43,78.3,303,387,,,18,,,,6,,,,25.0,1,4,,9,,,13,9,4,,17,1,,0,4,,,,,,,,1.0,1.0,11,,,,,11,3,5,3,0,,,,,,,,,,2.0,6,4.0,4,66,,,57,84.8,424,500,,,48,,,,8,,,,40.9,9,22,,13,,,12,8,4,,7,0,,1,1,,,,,,,,1.0,0.0,8,,,6.46,7.22,AFCON,CAF,CAF
SEL-AFCON-2021-9737515,Final,2022-01-10,Senegal,1,Zimbabue,1,0,,,16,3,9,4,0,,,,,,,,,,3.0,4,1.0,16,56,,,61,83.7,400,478,,,40,,,,10,,,,33.3,7,21,,9,,,14,12,2,,7,0,,1,2,,,,,,,,1.0,,9,,,,,11,2,5,4,0,,,,,,,,,,0.0,4,3.0,4,37,,,39,75.9,236,311,,,19,,,,8,,,,11.1,1,9,,5,,,17,9,8,,17,1,,0,2,,,,,,,,2.0,,12,,,7.26,6.59,AFCON,CAF,CAF
SEL-AFCON-2021-9737652,Final,2022-01-10,Guinea,1,Malawi,1,0,,,13,4,3,6,1,,,,,,,,,,4.0,6,1.0,3,58,,,65,77.1,324,420,,,33,,,,12,,,,29.4,5,17,,5,,,8,7,1,,17,0,,1,6,,,,,,,,1.0,,11,,,,,10,6,2,2,0,,,,,,,,,,2.0,6,2.0,2,69,,,35,59.4,133,224,,,16,,,,10,,,,7.1,1,14,,5,,,5,5,0,,9,1,,0,3,,,,,,,,2.0,,14,,,7.12,6.59,AFCON,CAF,Desconocido
SEL-AFCON-2021-9737188,Final,2022-01-10,Marruecos,1,Ghana,1,0,,,12,3,6,3,0,,,,,,,,,,2.0,4,1.0,6,38,,,62,77.3,265,343,,,24,,,,21,,,,28.6,4,14,,5,,,17,9,8,,11,0,,1,2,,,,,,,,1.0,,21,,,,,5,2,3,0,0,,,,,,,,,,0.0,5,0.0,7,56,,,38,63.5,134,211,,,11,,,,20,,,,23.1,3,13,,5,,,13,8,5,,12,1,,0,2,,,,,,,,2.0,,21,,,7.02,6.56,AFCON,CAF,CAF
SEL-AFCON-2021-9737291,Final,2022-01-10,Comoros,1,Gabón,0,1,,,9,1,5,3,0,,,,,,,,,,,3,3.0,6,65,,,63,81.0,366,452,,,18,,,,22,,,,14.8,4,27,,15,,,14,5,9,,7,1,,0,1,,,,,,,,1.0,,12,,,,,4,2,1,1,0,,,,,,,,,,,1,4.0,8,61,,,37,70.2,193,275,,,17,,,,10,,,,14.3,1,7,,14,,,15,7,8,,17,0,,1,1,,,,,,,,1.0,,24,,,6.68,6.93,AFCON,Desconocido,CAF
SEL-AFCON-2021-9737616,Final,2022-01-11,Argelia,1,Sierra Leone,0,0,,,19,8,5,6,0,,,,,,,,,,2.0,10,2.0,9,60,,,67,87.8,433,493,,,35,,,,11,,,,30.0,6,20,,4,,,9,5,4,,10,0,,1,1,,,,,,,,1.0,,14,,,,,10,1,8,1,0,,,,,,,,,,0.0,2,3.0,6,31,,,33,81.2,195,240,,,27,,,,14,,,,21.4,3,14,,9,,,12,8,4,,24,0,,1,7,,,,,,,,1.0,,11,,,7.04,7.21,AFCON,CAF,Desconocido
SEL-AFCON-2021-9737439,Final,2022-01-11,Nigeria,1,Egipto,1,0,,,15,5,5,5,1,,,,,,,,,,3.0,6,0.0,12,69,,,43,75.0,249,332,,,20,,,,6,,,,35.0,7,20,,8,,,16,7,9,,18,0,,1,2,,,,,,,,,,15,,,,,4,2,2,0,0,,,,,,,,,,1.0,3,1.0,5,62,,,57,77.1,351,455,,,20,,,,15,,,,,0,9,,12,,,16,10,6,,22,1,,0,4,,,,,,,,,,6,,,7.14,6.77,AFCON,CAF,CAF
SEL-AFCON-2021-9737061,Final,2022-01-11,Sudan,1,Guinea,0,0,,,10,4,4,2,0,,,,,,,,,,0.0,3,4.0,7,74,,,41,77.9,261,335,,,23,,,,12,,,,23.1,3,13,,10,,,22,11,11,,11,0,,1,3,,,,,,,,2.0,,18,,,,,9,4,4,1,2,,,,,,,,,,5.0,3,1.0,20,73,,,59,84.9,404,476,,,39,,,,17,,,,29.4,5,17,,10,,,20,9,11,,12,0,,1,4,,,,,,,,1.0,,12,,,6.95,7.15,AFCON,Desconocido,CAF
SEL-AFCON-2021-9736682,Final,2022-01-12,Túnez,1,Mali,0,1,,,8,3,2,3,0,,,,,,,,,,2.0,5,1.0,3,33,,,56,81.1,283,349,,,17,,,,13,,,,21.4,3,14,,8,,,16,10,6,,14,1,,0,0,,,,,,,,2.0,0.0,14,,,,,10,1,4,5,0,,,,,,,,,,1.0,6,2.0,9,38,,,44,79.7,220,276,,,13,,,,12,,,,25.0,4,16,,15,,,14,8,6,,19,0,,1,3,,,,,,,,2.0,1.0,14,,,6.6,7.09,AFCON,CAF,CAF
SEL-AFCON-2021-9737791,Final,2022-01-12,Mauritania,1,Gambia,0,1,,,20,2,13,5,0,,,,,,,,,,0.0,5,2.0,10,58,,,61,87.7,385,439,,,25,,,,16,,,,29.2,7,24,,7,,,13,7,6,,6,1,,0,2,,,,,,,,2.0,,15,,,,,8,3,4,1,0,,,,,,,,,,1.0,4,0.0,8,43,,,39,72.3,214,296,,,25,,,,15,,,,30.0,3,10,,6,,,14,10,4,,27,0,,1,2,,,,,,,,3.0,,16,,,6.83,7.09,AFCON,Desconocido,Desconocido
SEL-AFCON-2021-9736705,Final,2022-01-12,Guinea Ecuatorial,1,Costa de Marfil,0,1,,,12,2,7,3,0,,,,,,,,,,2.0,2,2.0,10,53,,,44,76.7,287,374,,,23,,,,16,,,,18.2,2,11,,10,,,14,8,6,,24,1,,0,1,,,,,,,,1.0,,11,,,,,12,2,6,4,0,,,,,,,,,,1.0,4,1.0,14,70,,,56,84.1,401,477,,,45,,,,10,,,,11.1,2,18,,17,,,16,12,4,,14,0,,1,2,,,,,,,,1.0,,16,,,6.73,7.18,AFCON,CAF,CAF
SEL-AFCON-2021-9736672,Semifinals,2022-01-13,Camerún,1,Etiopía,4,1,,,17,7,7,3,2,,,,,,,,,,2.0,7,3.0,15,56,,,50,85.6,387,452,,,36,,,,9,,,,47.4,9,19,,6,,,9,4,5,,4,1,,0,4,,,,,,,,2.0,,15,,,,,12,5,5,2,0,,,,,,,,,,3.0,1,0.0,3,54,,,50,86.5,396,458,,,19,,,,15,,,,20.0,1,5,,6,,,13,7,6,,8,4,,0,3,,,,,,,,1.0,,9,,,7.44,6.45,AFCON,CAF,CAF
SEL-AFCON-2021-9737692,Semifinals,2022-01-13,Cabo Verde,1,Burkina Faso,0,1,,,7,2,4,1,0,,,,,,,,,,2.0,4,2.0,8,47,,,56,81.4,368,452,,,51,,,,16,,,,20.0,2,10,,13,,,10,4,6,,14,1,,0,3,,,,,,,,2.0,,16,,,,,11,4,3,4,0,,,,,,,,,,2.0,6,5.0,14,47,,,44,77.1,276,358,,,26,,,,16,,,,50.0,6,12,,13,,,11,5,6,,7,0,,1,2,,,,,,,,1.0,,19,,,6.79,7.14,AFCON,CAF,CAF
SEL-AFCON-2021-9736635,Semifinals,2022-01-14,Senegal,1,Guinea,0,0,,,10,2,4,4,0,,,,,,,,,,0.0,7,0.0,9,47,,,50,65.7,159,242,,,14,,,,25,,,,36.8,7,19,,7,,,11,6,5,,15,0,,1,1,,,,,,,,1.0,,14,,,,,5,1,3,1,0,,,,,,,,,,1.0,7,1.0,3,37,,,50,64.0,160,250,,,20,,,,13,,,,6.2,1,16,,9,,,12,8,4,,11,0,,1,2,,,,,,,,4.0,,26,,,7.0,6.8,AFCON,CAF,CAF
