Partido_id,Fase,Fecha,Equipo1,Es_Local_E1,Equipo2,EQUIPO1_GOLES,EQUIPO2_GOLES,Goles_dentro_area_E1,Goles_Fuera_Area_E1,Disparos_totales_E1,Disparos_a_puerta_E1,Disparos_fuera_E1,Disparo_Bloqueados_E1,Disparos_Al palo_E1,Disparos_Larguero_E1,Disparos_Poste_E1,Disparos_a_puerta_fuera_del_area_E1,Disparos_fuera_desde_fuera_del_area_E1,Asistencias_E1,Penaltis_marcados_E1,Penaltis_fallados_E1,Penaltis_forzados_E1,Ataques_E1,Oportunidades_claras_E1,Saques_de_esquina_sacados_E1,Fueras_de_juego_E1,Regates_E1,Ataques_tercio_ofensivo_E1,Ataques_zonas_clave_E1,Carreras_hacia_el_area_E1,Posesion_E1,Precision_pase_E1,Pases_completados_E1,Pases_realizados_E1,Pases_cortos_completados_E1,Pases_media_distancia_completados_E1,Pases_en_largo_completados_E1,Pases_completados_atras_E1,Pases_completadosa_izquierda_E1,Pases_completados_derecha_E1,Libres_directos_sacados_E1,Centros__tercio_ofensivo_E1,Pases_zonas_clave_E1,Pases_al_area_E1,Precision_en_el_centro_E1,Centros_completados_E1,Centros_realizados_E1,Tiempo_de_posesion_E1,Balones_recuperados_E1,Bloqueos_E1,Penaltis_cometidos_E1,Entradas_E1,Entradas_con_exito_E1,Entradas_perdidas_E1,Despejes_completados_E1,Despejes_realizados_E1,goles_encajados_E1,Goles_encajados_propia_puerta_E1,Porterias_a_cero_E1,Paradas_E1,Paradas_en_libres_directo_E1,Paradas-tras_libre_indirecto_E1,Penaltis_parados_E1,Balones_blocados_E1,Balones_blocados_por arriba_E1,Balones_blocados_por_abajo_E1,Despejes_de_puños_E1,Tarjetas_amarillas_E1,Tarjetas_rojas_E1,Faltas_cometidas_E1,Faltas_cometidas_tercio_def_E1,Faltas_cometidas_en_campo_propio_E1,Goles_dentro_area_E2,Goles_Fuera_Area_E2,Disparos_totales_E2,Disparos_a_puerta_E2,Disparos_fuera_E2,Disparo_Bloqueados_E2,Disparos_Al palo_E2,Disparos_Larguero_E2,Disparos_Poste_E2,Disparos_a_puerta_fuera_del_area_E2,Disparos_fuera_desde_fuera_del_area_E2,Asistencias_E2,Penaltis_marcados_E2,Penaltis_fallados_E2,Penaltis_forzados_E2,Ataques_E2,Oportunidades_claras_E2,Saques_de_esquina_sacados_E2,Fueras_de_juego_E2,Regates_E2,Ataques_tercio_ofensivo_E2,Ataques_zonas_clave_E2,Carreras_hacia_el_area_E2,Posesion_E2,Precision_pase_E2,Pases_completados_E2,Pases_realizados_E2,Pases_cortos_completados_E2,Pases_media_distancia_completados_E2,Pases_en_largo_completados_E2,Pases_completados_atras_E2,Pases_completadosa_izquierda_E2,Pases_completados_derecha_E2,Libres_directos_sacados_E2,Centros__tercio_ofensivo_E2,Pases_zonas_clave_E2,Pases_al_area_E2,Precision_en_el_centro_E2,Centros_completados_E2,Centros_realizados_E2,Tiempo_de_posesion_E2,Balones_recuperados_E2,Bloqueos_E2,Penaltis_cometidos_E2,Entradas_E2,Entradas_con_exito_E2,Entradas_perdidas_E2,Despejes_completados_E2,Despejes_realizados_E2,goles_encajados_E2,Goles_encajados_propia_puerta_E2,Porterias_a_cero_E2,Paradas_E2,Paradas_en_libres_directo_E2,Paradas-tras_libre_indirecto_E2,Penaltis_parados_E2,Balones_blocados_E2,Balones_blocados_por arriba_E2,Balones_blocados_por_abajo_E2,Despejes_de_puños_E2,Tarjetas_amarillas_E2,Tarjetas_rojas_E2,Faltas_cometidas_E2,Faltas_cometidas_tercio_def_E2,Faltas_cometidas_en_campo_propio_E2,media11_titular_E1,media11_titular_E2,Torneo,Confederacion_E1,Confederacion_E2
SEL-CONCACAF_NL-2023-24-11436049,Ronda 1,2023-09-07,Anguilla,1,Saint Martin,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,CONCACAF Nations League,Desconocido,Desconocido
SEL-CONCACAF_NL-2023-24-11436045,Ronda 1,2023-09-07,Trinidad y Tobago,1,Curazao,1,0,,,8.0,2.0,5.0,1.0,0.0,,,,,,,,,,2.0,7.0,0.0,4.0,43.0,,,33.0,76.4,220.0,288.0,,,22.0,,,,17.0,,,,45.5,5.0,11.0,,10.0,,,19.0,13.0,6.0,,18.0,0,,1,3.0,,,,,,,,3.0,,14.0,,,,,14.0,3.0,4.0,7.0,0.0,,,,,,,,,,1.0,6.0,3.0,5.0,72.0,,,67.0,87.5,519.0,593.0,,,39.0,,,,13.0,,,,16.7,2.0,12.0,,6.0,,,16.0,12.0,4.0,,10.0,1,,0,1.0,,,,,,,,3.0,,17.0,,,7.05,7.0,CONCACAF Nations League,CONCACAF,CONCACAF
SEL-CONCACAF_NL-2023-24-11436048,Ronda 1,2023-09-07,Sint Maarten,1,Saint Lucia,1,5,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,0,,,,,,,,,1.0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,0.0,,,,,,,CONCACAF Nations League,Desconocido,Desconocido
SEL-CONCACAF_NL-2023-24-11436047,Ronda 1,2023-09-07,Saint Kitts And Nevis,1,Guadeloupe,1,2,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,,,,,,,,,7.0,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,4.0,0.0,,,,,,CONCACAF Nations League,Desconocido,Desconocido
SEL-CONCACAF_NL-2023-24-11436050,Ronda 1,2023-09-07,USA,1,Cayman Islands,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,,,,,,,,,,,,,,,,CONCACAF Nations League,CONCACAF,Desconocido
SEL-CONCACAF_NL-2023-24-11436044,Ronda 1,2023-09-07,Panamá,1,Martinique,3,0,,,11.0,5.0,5.0,1.0,0.0,,,,,,,,,,4.0,6.0,4.0,14.0,58.0,,,65.0,84.8,436.0,514.0,,,21.0,,,,7.0,,,,44.4,8.0,18.0,,15.0,,,27.0,17.0,10.0,,8.0,0,,1,2.0,,,,,,,,3.0,,13.0,,,,,8.0,3.0,5.0,0.0,0.0,,,,,,,,,,2.0,4.0,4.0,15.0,53.0,,,35.0,73.5,202.0,275.0,,,26.0,,,,12.0,,,,16.7,2.0,12.0,,6.0,,,16.0,12.0,4.0,,17.0,3,,0,2.0,,,,,,,,2.0,,7.0,,,7.28,6.51,CONCACAF Nations League,CONCACAF,Desconocido
SEL-CONCACAF_NL-2023-24-11436046,Ronda 1,2023-09-07,Guatemala,1,El Salvador,2,0,,,15.0,7.0,4.0,4.0,0.0,,,,,,,,,,2.0,5.0,3.0,6.0,40.0,,,43.0,74.3,231.0,311.0,,,18.0,,,,12.0,,,,25.0,4.0,16.0,,8.0,,,27.0,19.0,8.0,,22.0,0,,1,6.0,,,,,,,,3.0,,17.0,,,,,15.0,6.0,4.0,5.0,0.0,,,,,,,,,,1.0,8.0,2.0,7.0,58.0,,,57.0,81.0,333.0,411.0,,,30.0,,,,16.0,,,,33.3,7.0,21.0,,3.0,,,12.0,8.0,4.0,,12.0,2,,0,5.0,,,,,,,,1.0,,14.0,,,7.3,6.73,CONCACAF Nations League,CONCACAF,CONCACAF
SEL-CONCACAF_NL-2023-24-11436051,Ronda 1,2023-09-08,Haití,1,Cuba,0,0,,,10.0,4.0,5.0,1.0,0.0,,,,,,,,,,2.0,4.0,2.0,5.0,62.0,,,65.0,87.2,408.0,468.0,,,21.0,,,,9.0,,,,25.0,5.0,20.0,,11.0,,,13.0,7.0,6.0,,11.0,0,,1,3.0,,,,,,,,1.0,,15.0,,,,,10.0,3.0,3.0,4.0,0.0,,,,,,,,,,0.0,5.0,1.0,10.0,36.0,,,35.0,76.2,189.0,248.0,,,24.0,,,,15.0,,,,16.7,2.0,12.0,,5.0,,,8.0,6.0,2.0,,15.0,0,,1,4.0,,,,,,,,1.0,,9.0,,,7.16,7.05,CONCACAF Nations League,CONCACAF,CONCACAF
SEL-CONCACAF_NL-2023-24-11436057,Ronda 1,2023-09-08,Belize,1,Saint Vincent And The Grenadines,1,2,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,,,,,,,,,1.0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,2.0,,,,,,,CONCACAF Nations League,Desconocido,Desconocido
SEL-CONCACAF_NL-2023-24-11436056,Ronda 1,2023-09-08,Bermuda,1,French Guiana,0,0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,1.0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,2.0,,,,,,,CONCACAF Nations League,Desconocido,Desconocido
