Partido_id,Fase,Fecha,Equipo1,Es_Local_E1,Equipo2,EQUIPO1_GOLES,EQUIPO2_GOLES,Goles_dentro_area_E1,Goles_Fuera_Area_E1,Disparos_totales_E1,Disparos_a_puerta_E1,Disparos_fuera_E1,Disparo_Bloqueados_E1,Disparos_Al palo_E1,Disparos_Larguero_E1,Disparos_Poste_E1,Disparos_a_puerta_fuera_del_area_E1,Disparos_fuera_desde_fuera_del_area_E1,Asistencias_E1,Penaltis_marcados_E1,Penaltis_fallados_E1,Penaltis_forzados_E1,Ataques_E1,Oportunidades_claras_E1,Saques_de_esquina_sacados_E1,Fueras_de_juego_E1,Regates_E1,Ataques_tercio_ofensivo_E1,Ataques_zonas_clave_E1,Carreras_hacia_el_area_E1,Posesion_E1,Precision_pase_E1,Pases_completados_E1,Pases_realizados_E1,Pases_cortos_completados_E1,Pases_media_distancia_completados_E1,Pases_en_largo_completados_E1,Pases_completados_atras_E1,Pases_completadosa_izquierda_E1,Pases_completados_derecha_E1,Libres_directos_sacados_E1,Centros__tercio_ofensivo_E1,Pases_zonas_clave_E1,Pases_al_area_E1,Precision_en_el_centro_E1,Centros_completados_E1,Centros_realizados_E1,Tiempo_de_posesion_E1,Balones_recuperados_E1,Bloqueos_E1,Penaltis_cometidos_E1,Entradas_E1,Entradas_con_exito_E1,Entradas_perdidas_E1,Despejes_completados_E1,Despejes_realizados_E1,goles_encajados_E1,Goles_encajados_propia_puerta_E1,Porterias_a_cero_E1,Paradas_E1,Paradas_en_libres_directo_E1,Paradas-tras_libre_indirecto_E1,Penaltis_parados_E1,Balones_blocados_E1,Balones_blocados_por arriba_E1,Balones_blocados_por_abajo_E1,Despejes_de_puños_E1,Tarjetas_amarillas_E1,Tarjetas_rojas_E1,Faltas_cometidas_E1,Faltas_cometidas_tercio_def_E1,Faltas_cometidas_en_campo_propio_E1,Goles_dentro_area_E2,Goles_Fuera_Area_E2,Disparos_totales_E2,Disparos_a_puerta_E2,Disparos_fuera_E2,Disparo_Bloqueados_E2,Disparos_Al palo_E2,Disparos_Larguero_E2,Disparos_Poste_E2,Disparos_a_puerta_fuera_del_area_E2,Disparos_fuera_desde_fuera_del_area_E2,Asistencias_E2,Penaltis_marcados_E2,Penaltis_fallados_E2,Penaltis_forzados_E2,Ataques_E2,Oportunidades_claras_E2,Saques_de_esquina_sacados_E2,Fueras_de_juego_E2,Regates_E2,Ataques_tercio_ofensivo_E2,Ataques_zonas_clave_E2,Carreras_hacia_el_area_E2,Posesion_E2,Precision_pase_E2,Pases_completados_E2,Pases_realizados_E2,Pases_cortos_completados_E2,Pases_media_distancia_completados_E2,Pases_en_largo_completados_E2,Pases_completados_atras_E2,Pases_completadosa_izquierda_E2,Pases_completados_derecha_E2,Libres_directos_sacados_E2,Centros__tercio_ofensivo_E2,Pases_zonas_clave_E2,Pases_al_area_E2,Precision_en_el_centro_E2,Centros_completados_E2,Centros_realizados_E2,Tiempo_de_posesion_E2,Balones_recuperados_E2,Bloqueos_E2,Penaltis_cometidos_E2,Entradas_E2,Entradas_con_exito_E2,Entradas_perdidas_E2,Despejes_completados_E2,Despejes_realizados_E2,goles_encajados_E2,Goles_encajados_propia_puerta_E2,Porterias_a_cero_E2,Paradas_E2,Paradas_en_libres_directo_E2,Paradas-tras_libre_indirecto_E2,Penaltis_parados_E2,Balones_blocados_E2,Balones_blocados_por arriba_E2,Balones_blocados_por_abajo_E2,Despejes_de_puños_E2,Tarjetas_amarillas_E2,Tarjetas_rojas_E2,Faltas_cometidas_E2,Faltas_cometidas_tercio_def_E2,Faltas_cometidas_en_campo_propio_E2,media11_titular_E1,media11_titular_E2,Formacion_E1,Formacion_E2,Formacion_Def_E1,Formacion_Def_E2,GK_Rating_E1,GK_Rating_E2,GK_Saves_E1,GK_Saves_E2,GK_GoalsPrevented_E1,GK_GoalsPrevented_E2,Def_Avg_Rating_E1,Def_Avg_Rating_E2,Def_Avg_Tackles_E1,Def_Avg_Tackles_E2,Def_Avg_Clearances_E1,Def_Avg_Clearances_E2,Mid_Avg_Rating_E1,Mid_Avg_Rating_E2,Mid_Avg_KeyPasses_E1,Mid_Avg_KeyPasses_E2,Mid_Avg_Recovery_E1,Mid_Avg_Recovery_E2,Fwd_Avg_Rating_E1,Fwd_Avg_Rating_E2,Fwd_Avg_Shots_E1,Fwd_Avg_Shots_E2,Fwd_Avg_Goals_E1,Fwd_Avg_Goals_E2,Top1_Rating_E1,Top1_Rating_E2,Top2_Rating_E1,Top2_Rating_E2,Top3_Rating_E1,Top3_Rating_E2,Rating_Std_E1,Rating_Std_E2
PL-2024-25-12437048,Jornada 9,2024-10-25,Leicester,1,Nottm Forest,1,3,1.0,0.0,11,1,7,3,0,,,0.0,6.0,,,,,,1.0,6,0.0,6,77,,27,64,86.1,482,560,,,20,,,,9,,,,26.9,7,26,,6,,,14,10,4,,26,3,0.0,0,2.0,,,,,0.0,,1.0,5.0,,16,,,2.0,1.0,20,5,9,6,1,,,1.0,6.0,,,,,,4.0,7,1.0,15,52,,30,36,75.7,231,305,,,28,,,,15,,,,4.8,1,21,,10,,,19,11,8,,30,1,0.0,0,0.0,,,,,1.0,,3.0,3.0,,9,,,6.7,7.21,4-2-3-1,4-2-3-1,4.0,4.0,6.4,7.1,2.0,0.0,-1.291,-0.025,6.45,6.95,2.25,2.0,2.75,4.0,6.8,7.35,1.4,0.75,5.6,4.0,7.5,7.5,2.0,2.0,1.0,1.0,7.5,8.3,7.4,8.1,7.2,7.5,0.517,0.543
PL-2024-25-12437041,Jornada 9,2024-10-26,Aston Villa,1,Bournemouth,1,1,1.0,0.0,18,8,5,5,0,,,2.0,3.0,,,,,,3.0,9,0.0,6,54,,34,57,82.6,362,438,,,18,,,,14,,,,28.6,6,21,,11,,,11,5,6,,15,1,0.0,0,2.0,,,,,3.0,,0.0,7.0,,12,,,1.0,0.0,10,3,4,3,0,,,2.0,4.0,,,,,,0.0,7,5.0,5,49,,17,43,83.1,270,325,,,26,,,,12,,,,20.0,4,20,,11,,,17,10,7,,21,1,0.0,0,7.0,,,,,0.0,,2.0,6.0,,14,,,7.0,7.05,4-4-1-1,4-2-3-1,4.0,4.0,7.0,8.6,2.0,7.0,0.05,2.228,7.1,6.9,1.25,1.75,2.25,1.5,6.86,6.94,1.2,0.4,2.6,3.2,7.3,6.7,3.0,2.0,0.0,0.0,7.4,8.6,7.3,7.2,7.2,7.1,0.295,0.537
PL-2024-25-12437043,Jornada 9,2024-10-26,Brentford,1,Ipswich,4,3,2.0,1.0,20,9,5,6,0,,,1.0,4.0,,,,,,7.0,4,2.0,5,68,,31,65,84.3,468,555,,,21,,,,10,,,,30.8,8,26,,4,,,8,6,2,,31,3,0.0,0,2.0,,,,,1.0,,0.0,0.0,0.0,7,,,3.0,0.0,11,5,6,0,1,,,0.0,3.0,,,,,,4.0,5,1.0,3,53,,20,35,71.9,210,292,,,21,,,,7,,,,21.1,4,19,,12,,,13,9,4,,36,4,0.0,0,6.0,,,,,2.0,,1.0,3.0,1.0,10,,,7.16,6.81,4-2-3-1,4-2-3-1,4.0,4.0,6.5,7.1,2.0,6.0,-0.969,-0.65,7.08,6.633,0.8,0.667,4.2,7.333,6.867,6.65,2.0,0.333,2.0,3.333,8.15,8.0,4.0,1.0,2.0,1.0,8.2,8.0,8.1,7.2,7.6,7.2,0.606,0.619
PL-2024-25-12437044,Jornada 9,2024-10-26,Brighton,1,Wolves,2,2,2.0,0.0,19,6,5,8,0,,,3.0,3.0,,,,,,2.0,9,2.0,11,43,,35,51,86.9,393,452,,,30,,,,10,,,,23.1,6,26,,9,,,17,10,7,,21,2,0.0,0,5.0,,,,,0.0,,1.0,3.0,,12,,,2.0,0.0,14,7,2,5,0,,,0.0,0.0,,,,,,1.0,6,1.0,12,43,,31,49,82.4,361,438,,,26,,,,12,,,,26.3,5,19,,9,,,24,12,12,,30,2,0.0,0,4.0,,,,,1.0,,0.0,3.0,,10,,,7.13,7.09,4-4-2,3-4-2-1,4.0,3.0,7.4,6.2,5.0,4.0,-0.312,-0.521,6.8,7.18,1.25,2.8,2.75,4.8,7.34,6.833,1.8,0.667,5.8,5.667,7.1,7.7,4.0,3.5,1.0,0.5,7.7,8.3,7.7,7.4,7.5,7.3,0.389,0.532
PL-2024-25-12437049,Jornada 9,2024-10-26,Man City,1,Southampton,1,0,1.0,0.0,22,8,7,7,0,,,4.0,5.0,,,,,,4.0,12,1.0,9,57,,54,57,92.7,571,616,,,12,,,,9,,,,34.5,10,29,,10,,,12,7,5,,14,0,0.0,1,2.0,,,,,0.0,,,1.0,,9,,,0.0,0.0,5,2,2,1,1,,,0.0,0.0,,,,,,1.0,1,2.0,6,18,,14,43,90.6,434,479,,,13,,,,9,,,,50.0,1,2,,6,,,14,9,5,,30,1,0.0,0,6.0,,,,,1.0,,,3.0,,9,,,7.66,6.85,4-1-4-1,5-4-1,4.0,5.0,7.2,7.7,2.0,6.0,0.052,-0.214,7.78,7.075,0.8,0.5,2.6,5.5,7.9,6.62,3.0,0.2,4.25,1.4,6.6,6.3,8.0,1.0,1.0,0.0,8.6,8.1,8.5,7.7,8.1,6.9,0.591,0.53
PL-2024-25-12437047,Jornada 9,2024-10-26,Everton,1,Fulham,1,1,1.0,0.0,10,5,3,2,1,,,1.0,1.0,,,,,,1.0,4,4.0,7,62,,17,40,79.4,304,383,,,19,,,,8,,,,35.3,6,17,,8,,,19,12,7,,26,1,0.0,0,2.0,,,,,0.0,,,1.0,,8,,,1.0,0.0,14,3,9,2,0,,,0.0,7.0,,,,,,1.0,2,2.0,7,75,,23,60,85.9,505,588,,,26,,,,7,,,,47.1,8,17,,4,,,16,11,5,,21,1,0.0,0,4.0,,,,,1.0,,,0.0,,8,,,6.89,7.08,4-2-3-1,4-2-3-1,4.0,4.0,7.0,7.7,2.0,4.0,0.326,0.311,6.925,6.9,2.25,2.25,5.0,4.25,7.05,7.025,0.25,1.0,4.75,4.75,6.45,7.25,1.0,2.5,0.0,0.0,7.7,7.7,7.2,7.6,7.1,7.5,0.399,0.381
PL-2024-25-12437045,Jornada 9,2024-10-27,Chelsea,1,Newcastle,2,1,2.0,0.0,17,7,6,4,1,,,2.0,3.0,,,,,,1.0,7,2.0,7,65,,31,50,84.5,388,459,,,26,,,,15,,,,25.0,5,20,,16,,,12,8,4,,23,1,0.0,0,1.0,,,,,1.0,,0.0,6.0,,13,,,1.0,0.0,11,3,5,3,0,,,0.0,2.0,,,,,,3.0,4,1.0,6,64,,24,50,80.4,362,450,,,26,,,,13,,,,54.5,6,11,,6,,,13,8,5,,15,2,0.0,0,5.0,,,,,2.0,,3.0,3.0,,16,,,7.32,6.83,4-2-3-1,4-3-3,4.0,4.0,6.4,7.2,1.0,5.0,0.166,-0.052,7.15,6.9,0.75,1.0,4.0,2.0,7.58,6.75,2.0,0.25,4.4,3.25,7.6,6.65,1.0,2.0,1.0,0.5,7.9,7.9,7.8,7.2,7.8,7.0,0.471,0.4
PL-2024-25-12437046,Jornada 9,2024-10-27,Crystal Palace,1,Tottenham,1,0,1.0,0.0,14,6,7,1,0,,,2.0,5.0,,,,,,1.0,8,4.0,4,65,,24,34,64.4,159,247,,,24,,,,12,,,,20.7,6,29,,11,,,32,19,13,,33,0,0.0,1,3.0,,,,,2.0,,0.0,4.0,,16,,,0.0,0.0,11,3,4,4,1,,,1.0,2.0,,,,,,2.0,8,1.0,9,52,,25,66,81.0,419,517,,,24,,,,16,,,,17.9,5,28,,10,,,19,14,5,,22,1,0.0,0,5.0,,,,,1.0,,2.0,4.0,,12,,,7.35,6.87,3-4-2-1,4-3-3,3.0,4.0,7.4,7.7,3.0,5.0,0.443,0.525,7.467,6.975,2.0,2.5,5.667,3.0,7.32,6.6,0.8,0.667,4.8,4.0,7.2,6.733,1.5,1.333,0.5,0.0,7.8,7.7,7.6,7.5,7.5,7.2,0.254,0.445
PL-2024-25-12437050,Jornada 9,2024-10-27,West Ham,1,Man United,2,1,2.0,0.0,12,3,8,1,0,,,0.0,1.0,,,,,,4.0,6,3.0,10,42,,30,43,80.9,318,393,,,24,,,,6,,,,26.1,6,23,,12,,,11,5,6,,40,1,0.0,0,4.0,,,,,1.0,,1.0,5.0,,6,,,1.0,0.0,18,5,7,6,1,,,2.0,6.0,,,,,,5.0,5,3.0,7,67,,33,57,83.8,451,538,,,25,,,,6,,,,25.0,6,24,,6,,,19,11,8,,27,2,0.0,0,1.0,,,,,1.0,,0.0,1.0,,7,,,6.97,7.04,4-2-3-1,4-2-3-1,4.0,4.0,7.5,6.5,4.0,1.0,1.002,0.042,6.85,7.0,0.75,3.0,4.5,4.5,6.88,7.8,0.6,2.0,4.8,6.667,7.4,6.5,1.0,1.667,0.0,0.0,7.5,8.6,7.4,7.7,7.2,7.5,0.344,0.677
PL-2024-25-12437040,Jornada 9,2024-10-27,Arsenal,1,Liverpool,2,2,2.0,0.0,9,3,4,2,0,,,1.0,3.0,,,,,,2.0,1,2.0,6,41,,33,45,79.9,306,383,,,21,,,,14,,,,23.1,3,13,,7,,,17,11,6,,24,2,0.0,0,2.0,,,,,1.0,,,2.0,,14,,,2.0,0.0,9,4,3,2,0,,,0.0,4.0,,,,,,2.0,3,1.0,9,52,,27,55,83.0,387,466,,,20,,,,14,,,,12.5,3,24,,5,,,16,9,7,,21,2,0.0,0,1.0,,,,,0.0,,,2.0,,14,,,7.0,6.85,4-4-2,4-2-3-1,4.0,4.0,6.8,6.2,2.0,1.0,-0.189,-0.257,6.7,6.925,0.667,1.0,3.667,3.75,7.367,6.86,1.0,0.6,4.0,2.0,7.0,7.2,1.25,0.0,0.25,0.0,7.8,7.7,7.5,7.7,7.2,7.2,0.364,0.468
PL-2024-25-12437056,Jornada 10,2024-11-02,Newcastle,1,Arsenal,1,0,1.0,0.0,9,4,2,3,0,,,1.0,1.0,,,,,,1.0,4,,6,42,,17,36,69.2,200,289,,,10,,,,18,,,,7.7,1,13,,6,,,23,15,8,,26,0,0.0,1,0.0,,,,,2.0,,4.0,4.0,,16,,,0.0,0.0,10,1,6,3,0,,,0.0,3.0,,,,,,1.0,6,,3,58,,31,64,86.3,433,502,,,16,,,,16,,,,25.9,7,27,,6,,,17,10,7,,18,1,0.0,0,3.0,,,,,2.0,,0.0,4.0,,18,,,7.18,6.97,4-3-3,4-4-2,4.0,4.0,6.8,7.3,0.0,3.0,,0.282,7.4,6.933,2.0,1.333,4.5,2.0,6.975,7.2,0.5,1.333,4.25,3.0,7.35,6.75,1.0,1.0,0.5,0.0,8.1,7.4,7.7,7.3,7.4,7.3,0.417,0.347
PL-2024-25-12437051,Jornada 10,2024-11-02,Bournemouth,1,Man City,2,1,2.0,0.0,12,6,4,2,1,,,1.0,2.0,,,,,,6.0,3,2.0,11,49,,23,36,84.4,282,334,,,40,,,,6,,,,25.0,3,12,,12,,,16,12,4,,36,1,0.0,0,3.0,,,,,0.0,,,2.0,,11,,,1.0,0.0,18,4,10,4,1,,,0.0,5.0,,,,,,3.0,10,0.0,6,51,,47,64,90.2,541,600,,,23,,,,11,,,,22.2,6,27,,5,,,14,7,7,,8,2,0.0,0,4.0,,,,,1.0,,,1.0,,6,,,7.31,7.0,4-2-3-1,4-1-4-1,4.0,4.0,7.2,7.5,3.0,4.0,0.932,0.505,7.4,6.98,1.5,2.2,5.5,1.0,7.3,7.075,1.2,1.0,3.8,3.0,7.1,6.3,2.0,5.0,1.0,0.0,8.9,7.8,8.2,7.7,7.6,7.5,0.652,0.526
PL-2024-25-12437053,Jornada 10,2024-11-02,Ipswich,1,Leicester,1,1,1.0,0.0,14,2,6,6,0,,,1.0,5.0,,,,,,2.0,4,,8,58,,26,42,76.6,245,320,,,10,,,,10,,,,25.0,3,12,,9,,,16,7,9,,22,1,0.0,0,4.0,,,,,3.0,,0.0,6.0,1.0,11,,,1.0,0.0,20,6,6,8,0,,,2.0,3.0,,,,,,4.0,6,,12,54,,40,58,80.1,346,432,,,25,,,,11,,,,28.6,6,21,,4,,,21,11,10,,18,1,0.0,0,1.0,,,,,1.0,,2.0,2.0,0.0,10,,,7.04,6.99,4-2-3-1,4-2-3-1,4.0,4.0,7.3,6.2,4.0,1.0,0.114,-0.416,7.525,6.975,2.0,3.25,4.0,2.5,6.64,7.08,0.8,1.8,4.6,4.2,6.8,7.4,0.0,1.0,0.0,0.0,8.1,7.4,7.7,7.4,7.6,7.3,0.621,0.342
PL-2024-25-12437054,Jornada 10,2024-11-02,Liverpool,1,Brighton,2,1,1.0,1.0,16,8,2,6,0,,,0.0,1.0,,,,,,4.0,9,1.0,8,57,,31,49,82.8,367,443,,,18,,,,18,,,,22.2,4,18,,10,,,28,19,9,,13,1,0.0,0,4.0,,,,,,,,1.0,,10,,,1.0,0.0,13,5,4,4,0,,,3.0,3.0,,,,,,1.0,7,0.0,8,45,,24,51,86.8,407,469,,,23,,,,10,,,,33.3,5,15,,9,,,18,13,5,,27,2,0.0,0,6.0,,,,,,,,2.0,,18,,,7.17,6.95,4-2-3-1,4-4-2,4.0,4.0,6.9,7.6,4.0,6.0,-0.504,-0.171,7.425,6.875,4.5,1.0,1.75,2.5,7.06,6.84,0.8,1.0,4.6,6.2,7.0,7.1,1.0,4.0,0.0,0.0,8.4,7.9,7.8,7.6,7.7,7.4,0.55,0.491
PL-2024-25-12437057,Jornada 10,2024-11-02,Nottm Forest,1,West Ham,3,0,1.0,2.0,19,6,10,3,0,,,1.0,7.0,,,,,,3.0,10,1.0,6,47,,32,53,84.8,378,446,,,24,,,,9,,,,15.0,3,20,,6,,,18,12,6,,21,0,0.0,1,1.0,,,,,0.0,,,1.0,0.0,7,,,0.0,0.0,4,2,2,0,0,,,1.0,1.0,,,,,,0.0,6,1.0,10,52,,9,47,78.6,308,392,,,15,,,,7,,,,20.0,3,15,,11,,,13,11,2,,30,3,0.0,0,3.0,,,,,1.0,,,4.0,1.0,9,,,7.39,6.47,4-2-3-1,3-4-2-1,4.0,3.0,6.9,6.2,1.0,3.0,0.033,-0.141,7.425,6.6,1.25,1.2,3.25,4.2,7.525,6.4,1.5,0.2,4.5,3.0,7.3,,1.0,,0.5,,8.5,7.3,7.9,6.9,7.8,6.9,0.509,0.515
PL-2024-25-12437058,Jornada 10,2024-11-02,Southampton,1,Everton,1,0,1.0,0.0,9,2,5,2,0,,,0.0,1.0,,,,,,1.0,3,3.0,12,58,,22,65,91.7,540,589,,,20,,,,18,,,,31.6,6,19,,7,,,14,8,6,,22,0,0.0,1,5.0,,,,,2.0,,1.0,4.0,,14,,,0.0,0.0,16,5,8,3,2,,,3.0,3.0,,,,,,3.0,6,1.0,11,52,,27,35,81.0,247,305,,,20,,,,14,,,,26.3,5,19,,8,,,21,8,13,,17,1,0.0,0,1.0,,,,,0.0,,1.0,2.0,,18,,,7.25,6.91,5-4-1,4-2-3-1,5.0,4.0,8.2,6.5,5.0,1.0,0.854,-0.19,7.4,6.8,1.25,1.75,4.0,2.75,6.9,7.1,0.5,1.0,2.0,5.4,7.15,6.8,2.0,1.0,0.5,0.0,8.2,7.4,7.9,7.2,7.4,7.1,0.438,0.271
PL-2024-25-12437060,Jornada 10,2024-11-02,Wolves,1,Crystal Palace,2,2,2.0,0.0,11,6,4,1,0,,,2.0,2.0,,,,,,4.0,3,4.0,14,48,,20,57,80.4,389,484,,,32,,,,9,,,,16.7,2,12,,13,,,25,10,15,,21,2,0.0,0,4.0,,,,,1.0,,,1.0,,7,,,2.0,0.0,19,7,7,5,0,,,0.0,2.0,,,,,,4.0,6,1.0,9,63,,28,43,76.3,273,358,,,23,,,,7,,,,21.7,5,23,,9,,,14,7,7,,27,2,0.0,0,4.0,,,,,1.0,,,2.0,,9,,,7.04,6.92,3-4-2-1,3-4-2-1,3.0,3.0,7.0,6.8,4.0,4.0,0.871,-0.261,6.76,7.133,2.0,0.667,2.4,5.667,6.933,6.75,1.0,1.25,5.667,5.5,7.9,6.967,2.0,3.333,0.5,0.0,8.2,7.7,7.9,7.4,7.6,7.2,0.617,0.411
PL-2024-25-12437059,Jornada 10,2024-11-03,Tottenham,1,Aston Villa,4,1,3.0,1.0,16,6,8,2,0,,,1.0,6.0,,,,,,3.0,6,,5,52,,22,51,89.2,354,397,,,12,,,,14,,,,8.7,2,23,,16,,,17,7,10,,17,1,0.0,0,1.0,,,,,2.0,,1.0,2.0,,14,,,1.0,0.0,12,1,8,3,1,,,0.0,5.0,,,,,,4.0,4,,14,31,,15,49,83.9,324,386,,,16,,,,14,,,,25.0,3,12,,11,,,19,11,8,,21,4,0.0,0,2.0,,,,,3.0,,0.0,0.0,,14,,,7.25,6.62,4-3-3,4-2-3-1,4.0,4.0,6.8,6.5,1.0,2.0,-0.021,-1.163,6.975,6.475,1.0,2.25,1.75,3.0,7.233,6.94,1.333,1.4,7.333,4.2,7.767,5.7,2.0,2.0,1.0,0.0,8.7,7.6,7.5,6.9,7.4,6.9,0.511,0.532
PL-2024-25-12437055,Jornada 10,2024-11-03,Man United,1,Chelsea,1,1,1.0,0.0,11,4,4,3,1,,,1.0,2.0,,,,,,4.0,4,4.0,10,46,,22,46,79.5,322,405,,,15,,,,14,,,,23.1,3,13,,11,,,22,13,9,,16,1,0.0,0,2.0,,,,,0.0,,0.0,6.0,,19,,,1.0,0.0,12,3,4,5,1,,,1.0,3.0,,,,,,1.0,8,0.0,15,47,,30,54,83.6,397,475,,,16,,,,19,,,,5.3,1,19,,7,,,20,11,9,,19,1,0.0,0,3.0,,,,,1.0,,2.0,2.0,,14,,,6.77,7.03,4-2-3-1,4-2-3-1,4.0,4.0,6.3,6.8,2.0,3.0,-0.26,-0.107,7.05,7.0,3.0,1.25,1.75,2.5,6.833,7.06,1.333,1.0,5.333,4.0,6.5,7.2,2.0,1.0,0.0,0.0,7.9,7.7,7.9,7.6,6.9,7.5,0.605,0.437
PL-2024-25-12437052,Jornada 10,2024-11-04,Fulham,1,Brentford,2,1,2.0,0.0,26,12,4,10,0,,,5.0,5.0,,,,,,1.0,11,2.0,12,74,,49,68,87.9,565,643,,,28,,,,10,,,,20.9,9,43,,13,,,15,8,7,,11,1,0.0,0,1.0,,,,,0.0,,1.0,2.0,,3,,,0.0,1.0,5,2,1,2,0,,,0.0,1.0,,,,,,1.0,3,0.0,7,59,,9,32,70.7,227,321,,,19,,,,3,,,,16.7,1,6,,12,,,16,12,4,,38,2,0.0,0,10.0,,,,,2.0,,1.0,1.0,,10,,,7.32,7.04,4-2-3-1,4-2-3-1,4.0,4.0,6.6,8.6,1.0,10.0,-0.232,0.349,7.35,6.9,1.5,1.2,1.75,5.6,7.56,7.067,2.6,0.667,3.8,4.667,6.7,6.55,2.0,0.0,0.0,0.0,7.9,8.6,7.8,7.5,7.7,7.3,0.469,0.587
PL-2024-25-12436876,Jornada 11,2024-11-09,Brentford,1,Bournemouth,3,2,3.0,0.0,12,6,2,4,0,,,2.0,0.0,,,,,,2.0,6,0.0,4,47,,29,52,75.8,313,413,,,14,,,,16,,,,21.7,5,23,,6,,,11,6,5,,41,2,0.0,0,1.0,,,,,1.0,,1.0,2.0,,8,,,2.0,0.0,15,3,3,9,1,,,0.0,4.0,,,,,,3.0,4,1.0,6,78,,34,48,75.1,290,386,,,22,,,,8,,,,26.1,6,23,,8,,,16,12,4,,32,3,0.0,0,3.0,,,,,0.0,,2.0,4.0,,16,,,7.13,6.85,4-3-3,4-2-3-1,4.0,4.0,6.8,6.9,1.0,3.0,-0.323,-1.164,6.9,6.3,0.75,1.25,6.5,4.25,7.2,7.1,0.75,1.0,4.0,5.0,7.6,7.7,1.5,1.0,1.0,1.0,8.3,7.7,7.7,7.3,7.5,7.2,0.543,0.491
PL-2024-25-12436483,Jornada 11,2024-11-09,Crystal Palace,1,Fulham,0,2,0.0,0.0,13,5,6,2,0,,,1.0,4.0,,,,,,4.0,1,1.0,6,45,,16,36,77.2,274,355,,,23,,,,11,,,,16.7,2,12,,19,,,19,11,8,,25,2,0.0,0,5.0,,,,,0.0,,,1.0,1.0,10,,,2.0,0.0,17,7,6,4,0,,,1.0,5.0,,,,,,3.0,8,4.0,10,72,,32,64,85.0,531,625,,,30,,,,10,,,,25.0,5,20,,11,,,16,10,6,,12,0,0.0,1,4.0,,,,,1.0,,,1.0,0.0,11,,,6.79,7.6,3-4-2-1,4-2-3-1,3.0,4.0,7.3,7.9,5.0,4.0,-0.813,1.138,6.9,7.475,2.0,1.75,4.0,3.0,6.825,7.7,1.25,2.8,4.75,5.6,6.25,7.3,3.0,2.0,0.0,0.0,7.3,8.9,7.3,8.0,7.2,8.0,0.493,0.556
PL-2024-25-12436486,Jornada 11,2024-11-09,West Ham,1,Everton,0,0,0.0,0.0,11,6,1,4,1,,,1.0,3.0,,,,,,2.0,7,1.0,7,62,,19,49,78.1,349,447,,,26,,,,9,,,,14.3,2,14,,4,,,13,6,7,,33,0,0.0,1,4.0,,,,,2.0,,,1.0,,10,,,0.0,0.0,18,4,8,6,0,,,0.0,7.0,,,,,,0.0,6,1.0,10,78,,26,51,75.8,341,450,,,25,,,,10,,,,37.0,10,27,,8,,,20,8,12,,16,0,0.0,1,6.0,,,,,1.0,,,2.0,,9,,,7.07,7.39,4-1-4-1,4-2-3-1,4.0,4.0,7.6,8.6,4.0,6.0,0.533,1.211,7.025,7.325,1.5,2.25,6.0,3.25,7.12,7.18,1.2,1.8,3.4,4.8,6.5,7.5,1.0,4.0,0.0,0.0,7.6,8.6,7.3,7.9,7.3,7.8,0.28,0.507
PL-2024-25-12436485,Jornada 11,2024-11-09,Wolves,1,Southampton,2,0,1.0,1.0,8,4,1,3,0,,,1.0,2.0,,,,,,1.0,1,3.0,12,30,,19,29,76.6,213,278,,,15,,,,12,,,,33.3,1,3,,7,,,14,9,5,,27,0,0.0,1,0.0,,,,,,,,1.0,,14,,,0.0,0.0,9,0,6,3,0,,,0.0,4.0,,,,,,1.0,9,0.0,9,63,,19,71,90.0,606,673,,,17,,,,14,,,,16.0,4,25,,5,,,16,7,9,,6,2,0.0,0,2.0,,,,,,,,4.0,,12,,,7.13,6.62,4-2-3-1,5-4-1,4.0,5.0,6.5,6.2,0.0,2.0,-0.481,-0.617,7.14,6.55,2.0,1.0,4.4,0.75,7.033,6.925,0.333,1.25,3.0,3.25,7.55,6.35,1.5,0.5,0.5,0.0,8.5,7.3,7.4,7.2,7.3,7.0,0.512,0.376
PL-2024-25-12436882,Jornada 11,2024-11-09,Brighton,1,Man City,2,1,2.0,0.0,10,4,4,2,0,,,0.0,2.0,,,,,,8.0,0,3.0,2,34,,20,40,87.3,372,426,,,22,,,,10,,,,50.0,4,8,,12,,,16,6,10,,21,1,0.0,0,5.0,,,,,0.0,,,3.0,,12,,,1.0,0.0,15,6,6,3,1,,,0.0,3.0,,,,,,5.0,4,1.0,15,61,,28,60,89.7,586,653,,,24,,,,12,,,,36.4,4,11,,4,,,12,5,7,,8,2,0.0,0,2.0,,,,,2.0,,,3.0,,10,,,6.72,7.0,4-4-2,4-1-4-1,4.0,4.0,7.5,7.4,5.0,2.0,1.984,-0.447,7.067,6.66,0.0,1.8,5.0,1.2,6.5,7.325,0.5,2.75,2.833,2.5,6.2,7.0,2.0,7.0,0.0,1.0,7.5,8.0,7.4,7.4,6.9,7.4,0.43,0.435
